username,products,date,helpfulness,recommendation,hours_played,body
"Von baby von","21 products in account","Posted: February 8, 2015","8 of 9 people (89%) found this review helpful
3 people found this review funny","Recommended","66.4 hrs on record","Posted: February 8, 2015
												Great fun to play through in one sitting, like i did for my first race (not including space stage), but also to go through again and again and do things differently, see what you end up as. I could also spend days in creature creator making wacky creatures and putting them in funny poses. The only problem is space stage can get a little boring after a while.
Cell Stage: 6/10
Creature Stage: 9/10
Tribal stage: 8/10
Civilisation Stage: 5/10
Space Stage: 4/10
Altogether: 10/10 any day"
"Pygmalion","125 products in account","Posted: December 14, 2014","4 of 5 people (80%) found this review helpful
4 people found this review funny","Recommended","15.0 hrs on record","Posted: December 14, 2014
												I am ahead! I am advanced! I am the first mammal to make plans! I crawled the earth, but now I'm higher!...

THATS EVOLUTION BABY!

DO THE EVOLUTION!!!"
"pandasgorawr","24 products in account","Posted: October 8, 2014","63 of 93 people (68%) found this review helpful","Recommended","13.5 hrs on record","Posted: October 8, 2014
												It's really fun to play, but wish they would fix the crash i'm having at the tribal stage :/ yet i do recommend this to other gamers if you love the power to mold the game the way you want"
"Summerfling","116 products in account","Posted: September 7, 2016","2 of 2 people (100%) found this review helpful","Recommended","3.4 hrs on record","Posted: September 7, 2016
												Really brilliant! Once you start - prepare to loose time! Suddenly you've been playing for at least an hour!"
"Poikkax","192 products in account","Posted: February 3, 2015","2 of 2 people (100%) found this review helpful
2 people found this review funny","Recommended","66.1 hrs on record","Posted: February 3, 2015
												fiz uma espécie parecida com um pênis 10/10"
"Zeno - Gemini Warlord","1,315 products in account","Posted: October 18, 2016","28 of 32 people (88%) found this review helpful
1 person found this review funny","Recommended","12.8 hrs on record","Posted: October 18, 2016
												Fantastic game that I loved back when it first came out and I love it still. 

Basically it's a mixed genre game. When you start it you have casual amoeba swimming game. Then you evolve and go to land where you go around eating fruits or other animals until you advance to tribal stage. Tribal stage becomes a kind of a lightweight RTS where you attack other tribes, create tools, equip them to your tribe members. After advancing to Civilization age, you start to build cities, defenses, vehicles (land, air, naval) and it's even more of RTS. And then you go into space... :) 

The best part of the game is definitely Creature Creator though. It's easy to use and you can make  many different cute creatures, only your imagination is the limit. Spore is a nice game, and additional pack add to the game but are optional.

You can even play with the music and change it during gameplay (different beats and stuff).

It's not the best game ever, but I can recommend it without any problems, especially if you're into building stuff (Sims, Sim City...) 

	Graphics: 	★★★★★	Sound: 	★★★★☆	Gameplay: 	★★★★☆	Music: 	★★★★☆                    	Overall: 	★★★★☆"
"mercyforme","210 products in account","Posted: March 19, 2014","21 of 28 people (75%) found this review helpful","Recommended","8.6 hrs on record","Posted: March 19, 2014
												Fun game but be ready to spend at least 30 minutes with EA getting your account set up.  They'll tell you that it only works with Origin so just tell them that you're using the Origin client.  Also, ignore any online help, just go straight to a chat with an EA rep."
"My butt stinks","166 products in account","Posted: January 8, 2015","4 of 4 people (100%) found this review helpful
3 people found this review funny","Recommended","13.1 hrs on record","Posted: January 8, 2015
												While lot of aliens in this game. I seen like 5.

The truth is out there."
"Hexsuperbug","54 products in account","Posted: February 25","21 of 40 people (53%) found this review helpful
8 people found this review funny","Recommended","66.0 hrs on record","Posted: February 25
												This game is awsome and worth the time bruh"
"Kookieboy74","23 products in account","Posted: August 14, 2016","3 of 4 people (75%) found this review helpful","Recommended","28.0 hrs on record","Posted: August 14, 2016
												dis is da best game in da world and you should by it now or you are missing out on a big thing"
"HellsMaximum","27 products in account","Posted: March 22","2 of 2 people (100%) found this review helpful","Recommended","4.7 hrs on record","Posted: March 22
												10/10 this is one of the best game i have ever played. the first time i played it i played it on the wii and me being a young dumb kid i thought that was it. but when i found this game i knew i had to buy it. this is one of the best games out there and is worth the price"
"kr33p3r1000","44 products in account","Posted: March 30, 2015","21 of 23 people (91%) found this review helpful
3 people found this review funny","Recommended","70.8 hrs on record","Posted: March 30, 2015
												It has a huge variety of story you can go throught, very well done, EA & Maxis. Although multiplayer would be nice."
"Simos Sigurd","159 products in account","Posted: July 10, 2016","9 of 9 people (100%) found this review helpful","Recommended","9.1 hrs on record","Posted: July 10, 2016
												I think I've never spend so much time creating and customizing like I've done in this game. There are so many thing to do and evey new game is really a new game and there actually has a entire galaxy to explore. I don't think that I could ever finish this game even if I spent my entire life playing it (really, does anyone has ever finished this game ?). If you're looking for a game that could entertain you for a long time then this is the game."
"DevilMist127","147 products in account","Posted: December 1, 2015","54 of 77 people (70%) found this review helpful
214 people found this review funny","Recommended","40.0 hrs on record","Posted: December 1, 2015
												I teabagged a dead animal
the family watch me teabag him.
I tried to make friends with them and then i couldnt
then i killed them, ate them with filled health, headed back home. and danced with my family.
2/1"
"deluxe premium lettuce","49 products in account","Posted: June 5, 2016","299 of 346 people (86%) found this review helpful
318 people found this review funny","Recommended","7.8 hrs on record","Posted: June 5, 2016
												cell stage is the original agar.io"
"NorthernMaple","87 products in account","Posted: February 13, 2014","19 of 31 people (61%) found this review helpful
1 person found this review funny","Not Recommended","23.4 hrs on record","Posted: February 13, 2014
												This is game is crap. Its fun during the early parts of the game but in the space stage it get boring beyond belief, also had to download a player made patch because it would crash on launch."
"cannoman5","146 products in account","Posted: January 2, 2015","3 of 4 people (75%) found this review helpful
1 person found this review funny","Recommended","4.8 hrs on record","Posted: January 2, 2015
												Spore. Spore never changes."
"BIG O","833 products in account","Posted: September 8, 2016","5 of 5 people (100%) found this review helpful","Recommended","0.2 hrs on record","Posted: September 8, 2016
												It might only say I have 0.2 hours on record, but I played this game before I even knew Steam was a thing.

Reviled at the time by many for its ""Always-Online"" gimmick that EA would still use for another decade afterward, Spore was a game that promised the literal ""world"" at its first preview showings, but did it deliver?

Honestly? No, but that's old history to most people, the game we got was, and still is, in my humble opinion however, a truly unique and creative experience that is paralleled by very few games.

The thing that makes Spore stand out, as with most Maxis games like The Sims, is its creativity. The Spore creature creator to this day is still one of the most interesting and in depth character customization mechanics in the gaming world.

Whether you want to go with some creepy, or somewhat realistic, or heck even phallic, your imagination is the limit.

Each stage of the game is based on a different stage of an organism, Single Celled, Primal, Tribal, ""Civilization"" (Quite literally), and Galactic.

You are going to spend the majority of your time in the Galactic phase as it is the proverbial ""End-Game"" to your adventure.

If I had to name any cons for the game, I'd say that each stage up to Galactic is fairly shallow, but in all honesty, this is a rather small complaint because although the game boasts having mutliple stages, it's not a ""Civilazation"" game, the stages are a ""means to an end"" so to speak.

My favorite stage is the Galactic stage, simply because once you've gotten to this point, you've kind of ""grown"" with your Creature race and Galactic boasts the most features of any of the stages.

The Galactic Adventures DLC essentially adds MMO-esque elements to the Galactic Stage, adding in Fetch-Quests, Escort Quests and the ability to get off on alien planets. While this is cool to break up the monotany of space trading and travel every once in awhile, even with community made quests, you are probably going to play the same 3 or 4 over, and over again.

Overall, Spore is a game that is very much remembered but often overlooked for how good it really was. 8/10."
"Summerfling","116 products in account","Posted: September 7, 2016","2 of 2 people (100%) found this review helpful","Recommended","3.4 hrs on record","Posted: September 7, 2016
												Really brilliant! Once you start - prepare to loose time! Suddenly you've been playing for at least an hour!"
"Vulpix","482 products in account","Posted: February 14, 2014","4 of 4 people (100%) found this review helpful
1 person found this review funny","Recommended","20.1 hrs on record","Posted: February 14, 2014
												BECOME A GOD!"
"dont fucking talk to me","21 products in account","Posted: February 23, 2015","8 of 11 people (73%) found this review helpful
20 people found this review funny","Recommended","6.6 hrs on record","Posted: February 23, 2015
												10/10 best weird looking dog simulator on the market"
"[AD]AnimeDog","81 products in account","Posted: July 4, 2014","2 of 2 people (100%) found this review helpful","Recommended","64.9 hrs on record","Posted: July 4, 2014
												IT'S AWSOME!!!!!!!"
"Yiannno Von Poufish","205 products in account","Posted: September 24, 2016","5 of 5 people (100%) found this review helpful","Recommended","6.9 hrs on record","Posted: September 24, 2016
												DO NOT BUY THIS GAME FOR ONLINE FUNCTIONALITY, THE SERVERS ARE PERMANENTLY SHUT DOWN.

Now that I've said that, I can explain how fun HALF of this game is.

Cell stage is a sort of fun indtroductory mini-game more than a full stage. Just imagine alll those games where you eat stuff to get bigger, then eat creatures smaller than you. That's cell stage.
The Creature stage is the best part, or maybe second best part, of the game for me. I loved murdering and consuming all of my neighbours and using their limbs to find new parts to evolve. One annoyance, sometimes I couldn't tell where my species had gone when they migrated.
Tribal stage is meh. It's kinda fun at the start, until everyone else starts dominating you and you get your food stolen every ten seconds.
City stage is boring. More of the same as tribal stage, but with tanks and boats. Get through this stage as fast as possible.
Space stage is just as great as Creature stage, if not better. After being confined to one planet for so long, you finally get to build your spaceship and fly to distant star systems. Make friends with aliens, or hunt those in tribal stage for sport. It's great.

In conclusion, the first two stages of the game and the last stage are great, but Tribal and City just seem shambled together. Oh, and there's NO ONLINE FUNCTIONALITY. Screw you EA. Pick this game up when it's on sale for a fiver or so."
"KOTO GAMING","24 products in account","Posted: December 25, 2016","2 of 2 people (100%) found this review helpful","Recommended","187.9 hrs on record","Posted: December 25, 2016
												After finally feeling I have put in enough time to review this game I want to go a bit in depth. first let's look positive: on the plus side the cell stage made me nostalgic for the eat and row games I played as a young child. The creature stage I found thoroughly fun and enjoyable. The combat is quite simplistic and easy to navigate if your on a full red streak. Befriending creatures was fluid as well but I haven't done all that much. The user interface I found nice and friendly and had no troube navigating menus. The space stage made me feel quite free and I loved it but it definitely had its bad points.
The negatives now: the space stage was too long and I ended up choosing a planet not on looks but on what was closest to the centre, it also suffers from bad combat, a huge difficulty spike and monotony. The civ stage was too restrictive and I found boring and I won't go into the god awful village stage.

Overall I really enjoyed this game and would definitely recommend it to friends especially if it's cheap it still holds up great and you can be so so creative with it if you have the money buy it for sure."
"SUPAHSTAR WARRIA","89 products in account","Posted: November 21, 2016","39 of 42 people (93%) found this review helpful
12 people found this review funny","Recommended","20.8 hrs on record","Posted: November 21, 2016
												I first got Spore the day it was released in 2008 and I was slighly let down for what they had orginally promised but I've continued to play it since then and was overjoyed when I found it on Steam. It's a solid game and you can get some good playtime out of it 

It does No Man's Sky better than No Man's Sky"
"ThunderTimTank","18 products in account","Posted: May 2, 2016","6 of 8 people (75%) found this review helpful","Recommended","9.9 hrs on record","Posted: May 2, 2016
												I love this game , its so amazing how you start as a simple cell then by the end you are a sophisticated being"
"Unfathomably Handsome Gorilla","81 products in account","Posted: April 15, 2014","7 of 9 people (78%) found this review helpful","Recommended","66.2 hrs on record","Posted: April 15, 2014
												10/10 best ♥♥♥♥ creator i have played"
"Orange","45 products in account","Posted: October 19, 2015","7 of 7 people (100%) found this review helpful","Recommended","29.6 hrs on record","Posted: October 19, 2015
												i liked this game for a long time because of all of the posibilities and how you get to make your creations how you want and if you like character creation you will like this."
"NanoGaming247","15 products in account","Posted: March 19","2 of 2 people (100%) found this review helpful","Recommended","44.6 hrs on record","Posted: March 19
												Spore may be hard to use at first, such as making your first creature or the actual gameplay itself. But, the controlls and functions of the game will be easy to use once you play long enough. It was a true adventure of leading your creature towards the top of its existance and inventing new technologies. Creating creatures was difficult for me since the backbone of the being was hard to work off of. Later I got the hang of using the creature creator to where they look like normal beings. For this game you need allot of patience, imagination and somewhat skill to advance or just to experiment your gameplay story. I would very recommend this game if you were looking to buy it. Worth the money."
"Group of Cheese","64 products in account","Posted: February 10, 2016","1 person found this review helpful","Recommended","69.8 hrs on record","Posted: February 10, 2016
												:)"
"csgo pr0","30 products in account","Posted: January 29","15 of 22 people (68%) found this review helpful
27 people found this review funny","Recommended","48.9 hrs on record","Posted: January 29
												*Accidentaly fires a laser at city* 
*Inta war with [insert name here]*
10/10 would war again"
"ŞРØŘ€βÆŘ117","63 products in account","Posted: March 12","2 of 2 people (100%) found this review helpful","Recommended","3.2 hrs on record","Posted: March 12
												This game was my childhood back when it was popular (Rip Spore community), it will always be my favourite game. You can play god and create your own creatures and play as them through the Cell Stage (Your creature begins its story as a cell in the water), then to Creature Stage (Your creature evolves and grows legs, moves onto the land and becomes either a killing machine or a friendly diplomatic species), to Tribal Stage (Your creature discovers fire and learns to use tools, and thus begins the Tribal Stage where you have to either fight or befriend other tribes to evolve), to Civilization Stage (Your creature's species evolves to the Civilization Stage which is pretty much modern today, much like tribal stage, you must either befriend or destroy every other Civilization on the planet to evolve, but this time you will have a Navy, Airforce, ect), and finally the Space Stage (Yourr creature's species evolves into the Space Stage, the most complicated stage but in my opinion the most enjoyable stage in the game, you have the ENTIRE Galaxy to explore with over 100 other alien Empires to either go to war with, or befriend and trade with. But then once you approach the center of the Galaxy, you encounter an Empire so vicious and deadly they could simply conqure the entire Galaxy with ease if they wanted to, so beware...). The DLC for this game add amazing new content that will improve your game, Galactic Adventures is the best one though ;). On steam i have about 3 hours of playtime with Spore, but at the time i had the game and DLC on disc, and i eventually got them on steam when i recently lost my spore game cases.


Rip Maxis"
"Eclipse","61 products in account","Posted: September 8, 2016","3 of 3 people (100%) found this review helpful
1 person found this review funny","Recommended","25.6 hrs on record","Posted: September 8, 2016
												Didn't really bother with the online stuff since it's an old game and the servers are probably down.  Having said that loaded up the game started from the begining and was actually impressed I've seen the gameplay for spore a few times never played it myself until now.  Only encountered a small bug where my campsite vanished had to walk out of the area and then back in to fix it.  I say wait for this to be on sale like I did unless you know you want to play spore from 8 pm til 2 am."
"☮Tito☮","43 products in account","Posted: December 22, 2014","11 of 16 people (69%) found this review helpful
8 people found this review funny","Recommended","2.7 hrs on record","Posted: December 22, 2014
												best game ever"
"tieio","265 products in account","Posted: June 14, 2016","37 of 49 people (76%) found this review helpful
9 people found this review funny","Recommended","2.5 hrs on record","Posted: June 14, 2016
												This is an old classic and a very fun game. If you do not know what this game is about by now, then you somehow missed out."
"ClemDoge","26 products in account","Posted: October 30, 2015","2 of 2 people (100%) found this review helpful
26 people found this review funny","Recommended","95.9 hrs on record","Posted: October 30, 2015
												started a new game on spore, within five seconds of the game i was screaming at the top of my voice ""DEAR GOD WHAT HAVE I CREATED"" while scrubbing my eyes with water.....and that was just the cell stage"
"The Bouncing Slime","81 products in account","Posted: January 28","5 of 5 people (100%) found this review helpful","Recommended","13.6 hrs on record","Posted: January 28
												A super fun game, that allows you to build your own creature, civilization and many more things."
"JoshGreatUK Logitech G29","60 products in account","Posted: June 14, 2014","2 of 2 people (100%) found this review helpful","Recommended","30.0 hrs on record","Posted: June 14, 2014
												hours and hours of laughing and fun"
"Legacy ✅⇄","75 products in account","Posted: September 7, 2016","6 of 10 people (60%) found this review helpful
4 people found this review funny","Recommended","34.1 hrs on record","Posted: September 7, 2016
												Yes mans sky."
"🌌Draugkir🌌","146 products in account","Posted: December 29, 2016","2 of 2 people (100%) found this review helpful","Recommended","21.9 hrs on record","Posted: December 29, 2016
												Great game. amazing."
"thatperson1","383 products in account","Posted: November 2, 2013","18 of 31 people (58%) found this review helpful
1 person found this review funny","Recommended","18.0 hrs on record","Posted: November 2, 2013
												Fantastically fun, until you get to space, then all you can do is make your own fun by nuking every planet in the galaxy.
Amazing concept, but not quite as awesome as it could be.
However, it's always fun making ♥♥♥♥♥ aliens."
"bilde2910","17 products in account","Posted: June 25, 2016","39 of 46 people (85%) found this review helpful
4 people found this review funny","Recommended","18.6 hrs on record","Posted: June 25, 2016
												Spore is a great game. I've been playing for over 24 hours now in total across Spore and Spore: Galactic Adventures. You start off as a cell, evolve into higher level species and eventually become a spacefaring civilization. I've learned a few different things about the game that I feel newer players could have use of knowing.

Evolve your creature to max in the creature stage if you plan on playing with Galactic Adventures. You will be using creature stage abilities a lot here, better make sure that it becomes as easy as possible for you.
Save often. Spore crashes occasionally, and with the immersiveness of the game, it's easy to forget to save. Spore does NOT have auto-save functionality.
One more thing that a lot of people miss: BACK UP YOUR SPORE DATA FOLDERS! I had the game suddenly delete all my progress in Spore without any warning. I don't know the programming logic that would result in such a thing happening, but when I launched Spore yesterday, I was greeted with the main menu with no saves in it. Luckily I already had an older backup of the data as I copied it for playing on another computer once, but I've lost a lot of progress.
Spore data folders may be found at %appdata%\Spore as well as ""My Spore Creatures"" in your Documents folder. Back them up regularly."
"Atom","93 products in account","Posted: November 9, 2016","9 of 15 people (60%) found this review helpful
3 people found this review funny","Recommended","2.2 hrs on record","Posted: November 9, 2016
												The Best Creation Game Ever"
"*OctopusTwist* ᕕ( ᐛ )ᕗ","244 products in account","Posted: September 8, 2016","2 of 2 people (100%) found this review helpful
1 person found this review funny","Recommended","30.9 hrs on record","Posted: September 8, 2016
												Purchased on disc back at launch. Repurchased on Steam a while back. All my creations are still cloud saved, and can reuse my old designs from 8 years ago. A+. 10/10

As for gameplay, I have broken it down to each stage below:

Cell stage is fun, Pac-man-esque without the wall barriers, fun, simple, neat.

Creature stage is okay, slightly tedious if your are the sort of player that needs EVERY type of body part before continuing. 

Tribe stage is very much a one-trick wonder. Don’t over think it, complete quickly, move on.

City stage is kinda fun, building cities quickly becomes a copy paste exercise, but tearing down the cities of your enemies through commerce, religion or focer is all equally satisfying!

Space stage is the pinnacle of the game, you start with very little, you must work and manage trade routes, and blasting cities apart on neighbouring system to progress. Money starts tight, and pew-pew sounds easier; but allies do help early-mid game. Micro managing planetary spice is annoying to set up, but satisfying  when the wonga rolls in. Ecological disasters and space pirate raiding keeps you from rushing away from home too quickly. The balance is  good between feeling far too easy, and flipping around to a point where a new disaster happens every few minutes. 

I haven’t got to the end yet. This is definitely a game worth the £15 price tag, from a person who paid full brick and mortar retail at launch. If it’s on sale, snap it up."
"PLURSOME","59 products in account","Posted: December 26, 2016","13 of 15 people (87%) found this review helpful
12 people found this review funny","Recommended","48.9 hrs on record","Posted: December 26, 2016
												I often wonder if I feel something akin to shame, when I think about how this is one of the most played games in my library. Do I regret playing it as much as I have? Perhaps. But do I regret conquering countless planets and solar systems with armies of phallic shaped warriors and spacecrafts? Never.

Money well spent. 8/10"
"super samurai jojijam","108 products in account","Posted: March 22","4 of 4 people (100%) found this review helpful
1 person found this review funny","Recommended","8.8 hrs on record","Posted: March 22
												this game is so great it really needs a sequal."
"Dembai","79 products in account","Posted: March 23","2 of 2 people (100%) found this review helpful","Recommended","4.5 hrs on record","Posted: March 23
												I wish the game was longer or more complex. Or harder. I'd really love it if you could only make a few changes at any time. Being able to completely change your monster EVERY. SINGLE. TIME is AWFUL.

It's a fun game, but it really needs to be taken to a higher level to be what it should have been.

I'd be willing to buy into a hard-choices, slow-develepment, restrictive version of this game. By all means, tie-in a creature builder...I don't care about that, but I want the development of my species to be HARD AND PAINFUL.

Pros: 

Easy to use
Easy to pick up
Easy to win.
Allows for maximum creativeity at any point in your development

Cons:

So easy that it's got very little replayability, which is nonsense.
No natural flow of development - you can delete your character and just make a new one every time you breed.
no restrictions that make it FEEL like you're evolving a creature or their culture
No 'hard mode'.

Conclusion:

Better for kids with no patience. Anyone with the remotest amount of patience can DESTROY this game without effort."
"CanisLupus4285","330 products in account","Posted: October 19, 2014","3 of 4 people (75%) found this review helpful","Recommended","17.5 hrs on record","Posted: October 19, 2014
												A really fun little evolution game where you create a creature and take it from being a cell to a galactic lord. While many mecahnics are very frustrating, this game is still pretty fun, even if it no longer has the ability to access other's creatures off the internet, as the game comes with a very large selection of preloaded creatures."
"TerribleAtAerials","16 products in account","Posted: March 4","3 of 3 people (100%) found this review helpful","Recommended","0.2 hrs on record","Posted: March 4
												I had to repurchase the game just to own it. Spore is not what it was orignally marketed as. It became repurposed as a child's game with sandbox elements and a casual pacing. However, the overall gameplay is relaxing and enjoyable if not a little bit juvenile. It's basically a set of minigames and the space age, which is semi interesting. Overall, it's a fun, worthwhile experince if Spore is on sale for super cheap and you have some spare time. I enjoyed the game as a child, and perhaps that is who would get the most enjoyment out of this game."
"Demonvein","99 products in account","Posted: August 11, 2015","13 of 14 people (93%) found this review helpful
6 people found this review funny","Recommended","78.7 hrs on record","Posted: August 11, 2015
												Highly underappreciated game. What spore lacks in finese it makes up for in scope. Like most SIM games the fun is directly tied into how much you enjoy creating things and being creative. If you don't enjoy spending hours making your creature look like a vampire squirrel and then evolving them into space venturing capitalist rodents, well, this may not be the game for you. For everyone else, once you are past the glitches (there are plenty even now), its a good waste of time and a creative outlet."
"TheRazorDoge","12 products in account","Posted: July 16, 2016","8 of 9 people (89%) found this review helpful","Recommended","35.3 hrs on record","Posted: July 16, 2016
												I personally LOVE this game. Its one of my favourite ones but there havent been any updates like years! If there is going to be a new update: FIX THIS TRIBAL AGE FREEZE THING BECAUSE I HAVE THIS PROBLEM! HEAR ME EA GAMES? Also It isnt worth it buying the spore creepy and cute parts pack and the galactic adventures! Theese are just useless: the price is too high for one Mod-like thing. I give it 7.5/10."
"TheLegitKhajit","300 products in account","Posted: January 27, 2016","1 person found this review helpful","Recommended","1.1 hrs on record","Posted: January 27, 2016
												IF YOU HAVE PROBLEMS RUNNING SPORE:

Go to ""C:\Program Files (x86)\Steam\steamapps\common\Spore"" and find the file called ""runme.exe"". Right click it and set the compatibility mode to Windows XP SP2.
Now go to ""C:\Program Files (x86)\Steam\steamapps\common\Spore\SporeBin"" and find ""SporeApp.exe"" - do the same, set the compatibility mode to WinXP SP2.

This should now work. I didn't have to do anything on my Windows 10 x64 machine, but I had to do this for my gf's Win8 machine because nothing else would work.

Hope this helps!

Otherwise - the game is very fun :)"
"Chris P.  Bacon","143 products in account","Posted: October 21, 2014","29 of 41 people (71%) found this review helpful
1 person found this review funny","Recommended","45.0 hrs on record","Posted: October 21, 2014
												Worth the 20 bucks"
"CanisLupus4285","330 products in account","Posted: October 19, 2014","3 of 4 people (75%) found this review helpful","Recommended","17.5 hrs on record","Posted: October 19, 2014
												A really fun little evolution game where you create a creature and take it from being a cell to a galactic lord. While many mecahnics are very frustrating, this game is still pretty fun, even if it no longer has the ability to access other's creatures off the internet, as the game comes with a very large selection of preloaded creatures."
"blowers116","247 products in account","Posted: December 15, 2015","32 of 42 people (76%) found this review helpful
170 people found this review funny","Recommended","29.5 hrs on record","Posted: December 15, 2015
												-made a little dude with 1 foot. 
-got picked on for having only a foot
-gave him 2 pairs of arms
-hopped around 
-killed off all the species that talked ♥♥♥♥
-hopped on their graves

9/10 would hop again"
"Mr. Banane","20 products in account","Posted: January 29","16 of 24 people (67%) found this review helpful
8 people found this review funny","Recommended","14.6 hrs on record","Posted: January 29
												Long time no see old friend Spore. Its now the turn of my kid to plya with you ;)"
"Jihadibigboi69","37 products in account","Posted: September 7, 2014","3 of 3 people (100%) found this review helpful","Recommended","23.9 hrs on record","Posted: September 7, 2014
												Good bant"
"GenuinePorkChops","100 products in account","Posted: April 14, 2014","2 of 2 people (100%) found this review helpful","Recommended","21.8 hrs on record","Posted: April 14, 2014
												GOD I REMEMBER THIS GAME. i played this for hours at a time as a kid. i love getting to play this again. say im nostalgia ruined, but the creature creator alone is an incredably addicting game. YOU CAN LITERALLY SHAPE YOUR CREATION TO YOUR LIKINGS. Freedom of making a character and influencing the world around you doesnt even happen like this in games anymore and i just dont see why. a LOVELY game."
"Spodeli","80 products in account","Posted: June 5, 2014","8 of 9 people (89%) found this review helpful","Recommended","38.9 hrs on record","Posted: June 5, 2014
												This game...


Want to make an alien with a ♥♥♥♥ on its head?
Spore has that.
Ever want to destroy countless planets with the space laser you so dearly worked for after evolving through stages from cell to nearly human?
Spore has that.
You know what else spore has?
Purple things. Everywhere.
Go buy it. This game is great."
"JoshKibosh","17 products in account","Posted: February 10, 2016","1 person found this review helpful","Recommended","21.8 hrs on record","Posted: February 10, 2016
												i always thought of what would happen if someone laughed at me, welp they dissapeared all that was left were bite marks, MWUHAHAHAHHA, not me, 11/10"
"x ethannn v","228 products in account","Posted: June 14, 2015","216 of 269 people (80%) found this review helpful
475 people found this review funny","Recommended","31.3 hrs on record","Posted: June 14, 2015
												to put it simply... get a species, 
screw it up,
laugh at what you made, 
go to space,
get lost,
die,
start again!!
TOTALLY WORTH IT 10/10"
"Akh Morn","50 products in account","Posted: August 17, 2016","165 of 281 people (59%) found this review helpful
95 people found this review funny","Recommended","20.0 hrs on record","Posted: August 17, 2016
												I wanted to be a trader in NMS and go from space station to space station in my little spacecraft to try and make a profit......But I was thinking too small, now my handcrafted galactic trade empire in Spore is now conquering the galaxy, one star system buyout at a time.


Sooo, Spore is like No Man's Sky....Except it works, came out first, has more options, and is cheaper...."
"CombustibleYeti","114 products in account","Posted: March 25, 2015","4 of 5 people (80%) found this review helpful","Recommended","24.1 hrs on record","Posted: March 25, 2015
												love it, its fun!"
"△Lonk△","124 products in account","Posted: January 2, 2015","80 of 111 people (72%) found this review helpful
237 people found this review funny","Recommended","6.9 hrs on record","Posted: January 2, 2015
												made a spaghetti monster with 6 arms, 4 legs, claws and wings. it rules the galaxy now.
10/10

(Note: my game time is actually way longer, i didn't play on steam version alot)"
"ScorpioZ","42 products in account","Posted: March 23","8 of 10 people (80%) found this review helpful
1 person found this review funny","Recommended","83.2 hrs on record","Posted: March 23
												SPORE 2!"
"Water","12 products in account","Posted: November 28, 2013","50 of 81 people (62%) found this review helpful","Recommended","74.5 hrs on record","Posted: November 28, 2013
												Worth the price. A great, fun game."
"mikeshatter","10 products in account","Posted: November 11, 2016","15 of 23 people (65%) found this review helpful
3 people found this review funny","Recommended","31.6 hrs on record","Posted: November 11, 2016
									Product received for free

												I'd have to say, this is amazing! i like how you can make pretty much anything out of one little creature!"
"bloodthirsty","95 products in account","Posted: July 5, 2016","8 of 13 people (62%) found this review helpful
4 people found this review funny","Recommended","93.1 hrs on record","Posted: July 5, 2016
												speedrun much? the minimum time is a billion years."
"bluherino","99 products in account","Posted: April 21, 2016","16 of 23 people (70%) found this review helpful
3 people found this review funny","Recommended","12.9 hrs on record","Posted: April 21, 2016
												Unlike my other reviews this is a real review!

So this was the first game i ever played.  I played this when it first came out before it was on steam and had lots of fun.  This game introduced me into the cancer of video games.  Honestly I love this game and even after all the years the game still looks really good and is very fun.  I highly recomend this game.

10/10"
"Summerfling","116 products in account","Posted: September 7, 2016","2 of 2 people (100%) found this review helpful","Recommended","3.4 hrs on record","Posted: September 7, 2016
												Really brilliant! Once you start - prepare to loose time! Suddenly you've been playing for at least an hour!"
"S1LH0U3TT3","23 products in account","Posted: June 23, 2016","18 of 29 people (62%) found this review helpful
22 people found this review funny","Recommended","29.9 hrs on record","Posted: June 23, 2016
												This was one of my first games on steam, and I still play it. I have loved everything about this, from the cell stage to the space age, and any other gamer will say the same. I highly recommend it. The graphics aren't great, but somehow that just adds to the feel of evolving your creature, giving it everything it needs to survive and become sentient. Whether you like shooters, RPGs, MMOs, Sandboxes, Indies or just a casual gamer, YOU NEED TO GET THIS GAME. so stop reading this reveiw, thinking about whether to spend 20.00 USD on something you won't play, AND BUY IT. FULL STOP. PERIOD. THE BUY BUTTON IS AT THE TOP OF THE PAGE, NOT DOWN HERE."
"meme","313 products in account","Posted: June 5, 2014","5 of 8 people (63%) found this review helpful","Recommended","5.0 hrs on record","Posted: June 5, 2014
												Okay just a quick review since the games for 5 bucks.

Do I recommend it for 5 bucks? Sure why not?

It's kinda fun to play. The idea is great and the gameplay is solid, most of the time.

But it does have some lacking attributes.

The gameplay its self is like a bunch of mini games put together over the period of a worlds time from the very beginning of life, to the very pinnacle of it.

Only dlc you should probably get is the galactic adventures one."
"Blue","385 products in account","Posted: September 7, 2016","2 of 2 people (100%) found this review helpful","Recommended","197.2 hrs on record","Posted: September 7, 2016
												The game in itself is really quite an interesting concept. However the late game is really quite a drag and for the most part, you will just want it for the monster making aspect. IF however you wish like any person, which to create a galactic empire and control all the planets its impossible. 
The only problem is a limited amount of bodyparts, colors and parts that can be used and there is no way to allow for more to be added like on steam workshop.

Its worth a buy if its on sale."
"Spud_Gaming","44 products in account","Posted: March 2","4 of 6 people (67%) found this review helpful","Recommended","8.8 hrs on record","Posted: March 2
												Great Game! I rate 10/10, would spore again. If you like to mess around and make the stupidest things/creatures, than you would love this game!"
