username,products,date,helpfulness,recommendation,hours_played,body
"Dared2Sin","147 products in account","Posted: January 15","17 of 19 people (89%) found this review helpful","Recommended","140.9 hrs on record","Posted: January 15
												Can you make a game with this? Yes 
A good game? Yes
In a day? no
In a month? Maybe
How about two months? yes
RPG Maker let's you create games easily, but it still takes a lot of time.
Tiles are somewhat lacking but commuity is so good it's insane.
If you want to make a game in this style, get this on sale."
".Tny","9 products in account","Posted: November 29, 2016","10 of 12 people (83%) found this review helpful
1 person found this review funny","Recommended","176.2 hrs on record","Posted: November 29, 2016
												RPG Maker MV is a great and flexible engine to bring your game ideas to life. 

Being interested in game development, but failing to start because of massive setbacks such as designing characters, creating a setting, and having no direction. However, with the pre-made assets you are able to prototype, prototype, and prototype. I stress this because understanding what you're doing will make you better and faster at making a game. You don't particularly need a story, a whole bunch of characters, or designed assets - the whole point is to understand game dev, and is most definitely worth the price. If you can, get it on sale!

I'm actually interested in the battle mechanics and events. I assure you that you can make a great game if the battle system is fun! Note that I only have about 100+ hours right now, but I still want to keep making and perfecting my game even if all I am working on is battle mechanics and events. It will never be released, but nothing won't stop you if you keep learning about the mechnics of the engine. Javascript makes it extremely flexible. 

And as others have said, plug-ins make the process of creation so easy, and there are many free resources online! If you're a beginner and need to experience making an RPG by all means go for this. The continued support for Javascript plug-ins doesn't hurt either."
"nopones","118 products in account","Posted: October 31, 2016","6 of 7 people (86%) found this review helpful","Recommended","188.2 hrs on record","Posted: October 31, 2016
												Overall its a good framework to make a 2d rpg or even a VN. Most of the limitations can be overcome with javascript. You can do a total graphical overhaul so it looks nothing like an rpg maker game. The problem with programming a game from scratch is organizing all the game data (weapons, items, enemies) and figuring out all the damage formulas which is a tedious boring task that rpg maker covers for you.

the event creator is kind of limiting though. There are some commands that let you choose an actor or an item with a variable while other commands only let you pick from a static list when it should let you use a variable as well. You can still circumvent it by writing javascript but its a little inconvinient. i hope the devs could change this."
".Tny","9 products in account","Posted: November 29, 2016","10 of 12 people (83%) found this review helpful
1 person found this review funny","Recommended","176.2 hrs on record","Posted: November 29, 2016
												RPG Maker MV is a great and flexible engine to bring your game ideas to life. 

Being interested in game development, but failing to start because of massive setbacks such as designing characters, creating a setting, and having no direction. However, with the pre-made assets you are able to prototype, prototype, and prototype. I stress this because understanding what you're doing will make you better and faster at making a game. You don't particularly need a story, a whole bunch of characters, or designed assets - the whole point is to understand game dev, and is most definitely worth the price. If you can, get it on sale!

I'm actually interested in the battle mechanics and events. I assure you that you can make a great game if the battle system is fun! Note that I only have about 100+ hours right now, but I still want to keep making and perfecting my game even if all I am working on is battle mechanics and events. It will never be released, but nothing won't stop you if you keep learning about the mechnics of the engine. Javascript makes it extremely flexible. 

And as others have said, plug-ins make the process of creation so easy, and there are many free resources online! If you're a beginner and need to experience making an RPG by all means go for this. The continued support for Javascript plug-ins doesn't hurt either."
"LunarWingCloud","20 products in account","Posted: November 7, 2015","5 of 5 people (100%) found this review helpful","Recommended","94.0 hrs on record","Posted: November 7, 2015
												RPG Maker MV is definitely the best title in the series yet. With more options than ever before, more intuitive interface, better character generator, and new and returning features such as the side-view battle mode, Plugin Manager (replacing Script Editor from VX Ace), and exporting to mobile devices, RPG Maker MV is the most robust out of the pack. 

It has a few faults, namely a steeper learning curve than the advertisements tell you (circumvented easily just by testing things out and using tutorials) and that the exporting function is not built-in on the program itself and necessitates outside software to do so, as well as the Plugin Manager no longer allowing manual editting of the default code like the Script Editor did. For newbies this won't be a problem, but for people with a basic knowledge of code but not enough to make their own plugins/scripts, this can be a bit of a turnoff. Thankfully plugins can easily get around any of these things like scripts could in the past. Also, make sure to look through your folders when you download the software: for ease of mobile exporting, not all the resources are immediately added to the default project loading, though they are included in separate folders.

Thankfully these faults are few and the pros are many. More great resources, an easy-to-use database, and a much better character generator make for an inviting software. All of the functions of event scripting and database tinkering for the most part copy off of VX Ace as well with some changes so for veterans returning from the last installment, you'll adapt quickly and easily. Being able to have HD resolution and mobile export is also obviously a plus.

Overall verdict: if you love old-school RPGs and always wanted to make your own, look into this software. It's intuitive, robust, and surprisingly easy to use once you get down the basics. $80 might be a steep price tag, and so if that turns you away, wait for a sale or try out RPG Maker 2003 or XP, more invitingly priced at $20-25, but don't forget to come back here to MV to make a real powerhouse of a retro RPG. This software gives you all the tools to make it happen."
"dre4dnought","8 products in account","Posted: August 4, 2016","2 of 2 people (100%) found this review helpful","Recommended","39.9 hrs on record","Posted: August 4, 2016
												Very easy and intuitive, highly recommend!"
"quackgyver","349 products in account","Posted: October 24, 2015","307 of 449 people (68%) found this review helpful
36 people found this review funny","Not Recommended","678.0 hrs on record","Posted: October 24, 2015
												DON'T BUY IT YET - DOESN'T FUNCTION AS ADVERTISED

Reasons:

 Lacks explicit HTML5-exporter. The advertising says that you can export to HTML5, but there's no explicit option to do so.
 Windows builds use node-webkit as a wrapper, but don't package/archive the resources like other HTML5 game design toolkits do. Instead it just leaves the assets out in the open. 
 Android-exporter just exports a HTML-file (with resources) - it doesn't actually package an APK. Other HTML5 toolkits take care of this for you, but RPG Maker MV doesn't.
 iOS-exporter just exports a HTML-file (with resources) - it doesn't actually package an IPA. Other HTML5 toolkits take care of this for you, but RPG Maker MV doesn't.
 No fullscreen - just maximizes window. Previous versions allowed you to boot the game in fullscreen by default, but this one doesn't. You have let the user know that they need to press F4.
 Windowed mode has letterbox. In other words, there are two black bars in windowed mode, instead of the window snapping to the game's viewport.
 Title screen has no quit option on Windows- and Mac builds. Users need to ALT+F4 in order to quit.
 Most of the assets are RMVX-defaults or based on RMVX-defaults.
Wait until they fix these issues.

EDIT: Clarified some of the points."
"seacliff217","66 products in account","Posted: October 25, 2015","3 of 4 people (75%) found this review helpful
1 person found this review funny","Recommended","151.6 hrs on record","Posted: October 25, 2015
												Though I'm giving this a recommendation, I want to say first that this is not for every RPG Make user. It's quite likely your better off using Ace for now.

If things like a more accessible programing language, mobile and browser support, a more diverse set of stock graphics (it's not called RTP anymore), and a fancier character generator are things that interest you, then by all means go ahead.

If what's listed above don't catch your fancy, then I'm afraid to tell you the MV is not for you. At this point, there simply is not enough Pluggins to outdue the thousands of scripts Ace currently has.

The reason why I'm recommending this is the potential MV ultimately has, in the next year or so, I envision MV getting the proper updates it needs from the developers while getting the pluggins it needs from the community to create the ultimate RMing experince. It's just not like that now. And that's why it needs all the support it can get."
"Monkeybob7","5 products in account","Posted: July 13, 2016","3 of 4 people (75%) found this review helpful","Recommended","137.4 hrs on record","Posted: July 13, 2016
												It was really easy to use and make games with. It takes a little bit of patience, and some trial and error, but eventually you can make pretty much anything with it. If you cant afford it, either wait for a sale, or buy VX Ace, because it has a lot of the same stuff.

Overall, a really good game maker. I'm going to be using this a lot."
"Davion","186 products in account","Posted: October 26, 2015","3 of 3 people (100%) found this review helpful","Recommended","68.7 hrs on record","Posted: October 26, 2015
												I want to write an actual constructive review , but some people have already exposed the good and bad points in the review section . So , to make short :

Cons : 
_No RTP anymore , every new project will take the whole 400Mb to make , even for a little test thing
_Including outside content now requires to be done manually , while it could be done with a simple button inside the program in previous versions
_Same goes for script editing , the tool isn't here and you have to includes external scripts
_[NOTICED AND BEING FIXED BY DEVS] Changing the variable of status alterations makes the program crash . Devs are aware and fixing it .
(_I've also heard that converting games for android and all wasn't as easy as it was sadi

Now for the pros :
_Graphically fine , new Science-Fiction tilesets , graph and all are also a nice new elements , allowing to make decent utopian worlds 
_a GOOD character/face editor , with decent features unlike the horrible things that were predominant in VX Ace's one , also allowing you to put several characters in a simple sheet and to save samples
_Included 2d combat system (you could do that with scripts in VX for exemple , but I remember it used to crash sometimes , in here it's stable)
_Keeps all the usual features from other RPG makers , minus the ones described in the cons .
_Bigger default resolution for games , more detailed default sprites !
_That's a personal thinking , but the default musics included are better than before . (VX ones were good but VX Ace's were honestly ... idk , not as good ?)



It all depends what you're looking for . Saying it is easier than ever to make games sounds a bit like a lie considering how some of the options were removed , but all in all you still can do them by yourself , the base ressources are good , the char generator is very good and the side battle brings a refreshing change . Personally , I'm satisfied with my order !"
"JADGames","6 products in account","Posted: November 6, 2015","3 of 3 people (100%) found this review helpful","Recommended","328.1 hrs on record","Posted: November 6, 2015
												RPG Maker MV is by far the greatest one to hit the series. It's user friendly yet complex enough to allows for a wide array of different games and features. The art and music that come along with it are remarkable and really help to jump start any creative pathway!"
"Professor Dragoness","402 products in account","Posted: October 24, 2015","57 of 101 people (56%) found this review helpful
6 people found this review funny","Not Recommended","1.8 hrs on record","Posted: October 24, 2015
												It's missing a ton of features ACE actually had.  Even with the removal of Ruby in replace for JavaScript it is still missing many many features that ACE and XP actually had that made it very easy to craft games.

Sorely disappointed."
"TheLegoPlayer1337","27 products in account","Posted: August 4, 2016","3 of 3 people (100%) found this review helpful","Recommended","1,866.6 hrs on record","Posted: August 4, 2016
												RPG Maker MV is the Best, Modern Based Programmer Ever Created! I Highly Recommend This To RPG Maker Fans Alike!"
"Andri.Fahlevi","1,978 products in account","Posted: December 25, 2015","7 of 11 people (64%) found this review helpful
3 people found this review funny","Recommended","86.9 hrs on record","Posted: December 25, 2015
												+high res
+easy to use"
"MrClicks","910 products in account","Posted: March 3","19 of 20 people (95%) found this review helpful","Recommended","1,463.4 hrs on record","Posted: March 3
												Great upgrade. The possibilities are enormous. If it's your first effort in game making, start small and finish something to get the feeling of accomplishment. There are many websites and youtube videos to get you on your way when you want to get deeper into your stories. Have fun and let your imagination run wild! Great software on sale or not!"
"Monkeybob7","5 products in account","Posted: July 13, 2016","3 of 4 people (75%) found this review helpful","Recommended","137.4 hrs on record","Posted: July 13, 2016
												It was really easy to use and make games with. It takes a little bit of patience, and some trial and error, but eventually you can make pretty much anything with it. If you cant afford it, either wait for a sale, or buy VX Ace, because it has a lot of the same stuff.

Overall, a really good game maker. I'm going to be using this a lot."
"Prkchpsnaplsaws","58 products in account","Posted: November 18, 2015","9 of 16 people (56%) found this review helpful
1 person found this review funny","Not Recommended","119.1 hrs on record","Posted: November 18, 2015
												Their loud & boisterous advertisement that tells you it's now possible to easily make a game that can easily be played on mobile is what reeled me in, hook, line, & sinker.  I've spent well over 100 hours using this now, creating the beginnings of my big game, only to find out, their export to mobile is not exporting to mobile.

The process required to convert a package that RMMV ""exported"" to ""mobile"" is still about another hours worth of work and 3 other programs away - and even then - you still run into performance issues from RMMV.

I wish I was eligible for a refund - I would request it immediately - but as I stated, I've poured  100+ hours into the use already - I should have tested the mobile capabilities up front.

There are much better engines out there - many of which are actually free - you just pay for the improved assets.  From now on, I'll save my $70 to spend on the assets of the more powerful, more affordable, much more capable game engines that actually do what they claim they can do."
"Darkovika","334 products in account","Posted: July 21, 2016","14 of 17 people (82%) found this review helpful","Recommended","653.7 hrs on record","Posted: July 21, 2016
												I've got basically everything I'm going to write below in a video format as follows:


	
	
		YouTube™ Video: [Review] RPG Maker MV vs VX Ace 
		
			Views: 4,311		
		
			Today we talk about the differences between RPG Maker MV and RPG Maker VX Ace. Basically, it's a review of MV and a comparison between the two most recent engines in the line of RPG Makers.		
	


MV's Pros
Because MV has Javascript behind it, the engine already has as many if not more plugins than VX Ace did. Now I have never used the engines that came before VX Ace- Ace was my first RPG Maker- but I can already tell you the differences are astounding.

Javascript gives you access to HTML and Canvas elements, which basically allows you to edit absolutely anything you can see. My partner managed to create something in the engine that took an entire scene, calculated what areas has the abilityto step on, and then spawned enemies in random spots any time the player entered the screen. This took him only a few hours.

If that doesn't impress you- and the sheer ease of making a plugin should, because it means you're not being held back from making something OTHER than a JRPG- then the beauty of the engine should. 

VX Ace was pretty. It allowed for some very nice looking sprites, lovely areas, and a fine amount of detail. MV spits on that and calls Ace ugly. 

MV's tiles and sprites have a good deal more room for detail and looks. I don't recall the exact size difference between the sprite sizes, but I can tell you the sheets are way bigger in resolution than Ace's. But the best part is you can still use VX Ace sprites in MV- in fact, there are ways and places on the internet that explain very simply how you can take your sprites from Ace and turn them into MV compatible sprites. Or you can just use Ace sprites. It works beautifully either way, so your old DLC isn't useless anymore.

AND there are now side battlers for your characters that MV generates in the character creator. Should you use them, that means your tiny 2D characters will be fully animated with correct weapon types based on equipment and attack the enemy. It's beautiful.

MV's Cons
One of the best parts of Ace was how beginner friendly it was. When you got the engine, it already had 92 billion spells set up for you, like 500 enemies and troops ready for deployment, and basic classes already filled out and calculated for gameplay. You could seriously just populate a scene and start a game right then and there.

MV doesn't have this.

The four classes it gives you are nearly all identical; you get four-five starter spells for exmple, and a really poor example. You have much nicer sprites for items and spells and weapons... But less. You have less options for customizing characters in the character creator (though the character faces look WAAAAAAAAY better). 

And my LEAST FAVORITE part:

Things that I felt should have been a part of the base engine were DLC.

When I got my DLC, I though perhaps I'd actually gotten an Update. It was very difficult to even sus out what the DLC even was, because it felt like it should have been in the engine to begin with. I got five extra face structures, a few new hair styles, and a couple different eyes and clothes, as well as a little music and (atcually quite a few) plugins.

The character creator stuff really should not have been DLC. It really shouldn't have been. Music, new sprite sheets for areas, plugins- those can count as DLC. But for a basic piece of the engine with so little that was given, the DLC felt a bit... Depressing.

Would I still buy MV if I didn't have it? Yes. Do I plan to return to Ace? Not on your life. I have it installed so I have easy access to its DLC."
"Sovereign","145 products in account","Posted: January 3, 2016","3 of 3 people (100%) found this review helpful","Recommended","66.3 hrs on record","Posted: January 3, 2016
												I'm really enjoying my time with MV, and find it the best maker yet. I've come from XP, to VX, to ACE and love all the improvements implemented in MV compared to them; especially now that MV is using Javascript, and includes the option for a sideview battle via a click of a button. Overall, there's so much to do, and the included resources give you enough to make your very own game, which you can then port to Android, iOS or even play it in your web browser via HTML5!

For the price, this really is the best bang for buck in RPG game development and whether you're young or old, it's always good to learn new skills and try a new hobby, this will teach you graphics and creativity, storytelling, javascript, mapping, puzzle building, problem solving and much more.

Give it a go! Happy RPGmaking!"
"CatStoleTheCrown","335 products in account","Posted: May 5, 2016","4 of 5 people (80%) found this review helpful
2 people found this review funny","Recommended","12.8 hrs on record","Posted: May 5, 2016
												Perfect option to make your own RPG, better than SNES graphics (not saying that's necessarily a good thing, just pointing it out). Perfect for a nice classic, old school experience. Lots of add-ons for customization!"
"SparklyToast","144 products in account","Posted: November 2, 2015","4 of 4 people (100%) found this review helpful","Recommended","84.8 hrs on record","Posted: November 2, 2015
												Love it! I'm a Mac user, and I have wanted to use the RPG Maker programs for a while, and now I can!"
"☞RITCH☜","77 products in account","Posted: July 13, 2016","4 of 5 people (80%) found this review helpful
1 person found this review funny","Recommended","107.8 hrs on record","Posted: July 13, 2016
												I'm tried RPGmaker since RPGmaker XP age and i'm exited cause i can create my imagination into a game story. But the problem is the programing is difficult for me, and it's only support PC with low resolution so i stop it. But now in RPG maker MV we create higher resolution game and support multi platform device. It's make me very very exited.

Pro: 
Multi platform(desktop,web base,mobile)
Plugins easy to find or create it
The resource easy to create it
The community is good

Cons:
The game resource can easily be extraxted(plagiat)
The API or scripting is have not official tutorial or documentaion
Need many updates(because the interface n system are not too much different than older version)"
"Dairnon","154 products in account","Posted: May 29, 2016","19 of 21 people (90%) found this review helpful
1 person found this review funny","Recommended","5,942.3 hrs on record","Posted: May 29, 2016
												95% + of the complaints are peoples lack of ability and or information... 

This software does what it claims it does outside of the box as well as opens far more oppertunies and options then its predecessors. 

Note: The program plans to become better optimized when it upgrades its graphics engine from pixiv2 - pixi v4, so look out for that!

Update: PIXI.v4 is out, and increases preformance by a lot."
"EdgyMouse","24 products in account","Posted: December 11, 2016","15 of 20 people (75%) found this review helpful
14 people found this review funny","Recommended","0.5 hrs on record","Posted: December 11, 2016
												One thing that our guts tell us to do but so hard to achieve: FINISH YOUR GAME!!!!

11/10 would TRY to finish it."
"Blaze","18 products in account","Posted: June 26, 2016","7 of 9 people (78%) found this review helpful","Recommended","90.1 hrs on record","Posted: June 26, 2016
												I am absolutely having fun with this program. My only gripe is that everything looks a little too big."
"JADGames","6 products in account","Posted: November 6, 2015","3 of 3 people (100%) found this review helpful","Recommended","328.1 hrs on record","Posted: November 6, 2015
												RPG Maker MV is by far the greatest one to hit the series. It's user friendly yet complex enough to allows for a wide array of different games and features. The art and music that come along with it are remarkable and really help to jump start any creative pathway!"
"stout_studs","110 products in account","Posted: October 27, 2015","3 of 4 people (75%) found this review helpful","Recommended","324.7 hrs on record","Posted: October 27, 2015
												I do recommend that you purchase this rpg maker over the last one RPG Maker Ace due to the updated graphics and there appears to be andriod and ios exports. The main reason I recommend this one is the resolution having the larger resolution makes the game look better.

Pros
Larger resolution
Icons for weapons
Icons for skills
Side view battles
Better Character Generator
Effects look better


Cons
More Expensive 
Less prebuilt Monsters (I believe RPG Maker Ace had alot more but I haven't confirmed)

*there are probably more but I can't think of any at this time.

Honestly if your looking to make an rpg of this style I would get this version over Ace just becuase it looks better and has the extra exports. If your looking to create a game for your phone or for steam, this is a good way to start. (Granted it may take awhile before you finish a game)"
"Vexitus","341 products in account","Posted: August 29, 2016","5 of 5 people (100%) found this review helpful","Recommended","557.8 hrs on record","Posted: August 29, 2016
												RPG Maker MV is the next implement of the RPG Maker franchise, a series of tools that allows you to create a classic RPG game. How that game is going to be made will be entirely up to you, enabling you to create the game you always dreamed of making. Starting off RPG Maker MV is an expensive tool set starting off at $79.99 and certain packs/DLC that follow suit are anywhere from $5.00-$20.00, which is a pretty expensive hobby overall. Once these have been purchased you are given a decent amount of starting resources to make a game. The tool itself is relatively easy to start using, but getting into scripts and how certain events work demands more advanced and seasoned users. While creating the game, you are given so many options from adding actors (the characters of your game), creating equipment, adding bosses and monsters, to states that will affect the combat, everything is up to your creative insight. The character creation tool makes its return again, but this time it feels like a much smoother system, characters created not only look better, but the sprites they produce also look pretty good. The system of creating events and maps remained more or less the same with a few new features, but overall the tool feels great. While some RPG Maker veterans will cling to the old, some will move onto the new and utilize this software to create awesome new titles that will either be sold on STEAM or remain only playable by the author.

PROS:
Loads of new resources and features
Pretty good starting music
Character creator enhanced
Allows you to create your own game
Easy to start off

CONS:
EXPENSIVE
Some features require more advanced users
Requires some of your older resources to be enlarged or changed to match the new standards."
"Xelion","221 products in account","Posted: October 26, 2015","11 of 13 people (85%) found this review helpful
2 people found this review funny","Recommended","68.7 hrs on record","Posted: October 26, 2015
												Overall it's a nice upgrade from VX Ace.

I've read lots of opinions and most (not all) of the negative ones are just based on complete ignorance and people expecting the program to actually make their games without moving a finger. The rest are people people having just different personal tastes or who bought the program without even knowing what it was about, what it could do, etc.

There are many pros and new additions, starting with the increase of resolution and being multiplatform.
It's very easy to use with lots of similarities with the older programs but the additions are cool. The character generator is a huge improvement from VX Ace.
Also there are already many plugins that fix some limitations, enhance them or add new possibilities to your games, which I think it's a PLUS and no reason to complain about (as many do).

There are some problems with the program itself but are mostly related with the rushed translations and will eventually be fixed.
The program may be expensive for some people, and it depends on the amount of time you'll spend with the program but I can surely say I recommend it."
"Darkovika","334 products in account","Posted: July 21, 2016","14 of 17 people (82%) found this review helpful","Recommended","653.7 hrs on record","Posted: July 21, 2016
												I've got basically everything I'm going to write below in a video format as follows:


	
	
		YouTube™ Video: [Review] RPG Maker MV vs VX Ace 
		
			Views: 4,311		
		
			Today we talk about the differences between RPG Maker MV and RPG Maker VX Ace. Basically, it's a review of MV and a comparison between the two most recent engines in the line of RPG Makers.		
	


MV's Pros
Because MV has Javascript behind it, the engine already has as many if not more plugins than VX Ace did. Now I have never used the engines that came before VX Ace- Ace was my first RPG Maker- but I can already tell you the differences are astounding.

Javascript gives you access to HTML and Canvas elements, which basically allows you to edit absolutely anything you can see. My partner managed to create something in the engine that took an entire scene, calculated what areas has the abilityto step on, and then spawned enemies in random spots any time the player entered the screen. This took him only a few hours.

If that doesn't impress you- and the sheer ease of making a plugin should, because it means you're not being held back from making something OTHER than a JRPG- then the beauty of the engine should. 

VX Ace was pretty. It allowed for some very nice looking sprites, lovely areas, and a fine amount of detail. MV spits on that and calls Ace ugly. 

MV's tiles and sprites have a good deal more room for detail and looks. I don't recall the exact size difference between the sprite sizes, but I can tell you the sheets are way bigger in resolution than Ace's. But the best part is you can still use VX Ace sprites in MV- in fact, there are ways and places on the internet that explain very simply how you can take your sprites from Ace and turn them into MV compatible sprites. Or you can just use Ace sprites. It works beautifully either way, so your old DLC isn't useless anymore.

AND there are now side battlers for your characters that MV generates in the character creator. Should you use them, that means your tiny 2D characters will be fully animated with correct weapon types based on equipment and attack the enemy. It's beautiful.

MV's Cons
One of the best parts of Ace was how beginner friendly it was. When you got the engine, it already had 92 billion spells set up for you, like 500 enemies and troops ready for deployment, and basic classes already filled out and calculated for gameplay. You could seriously just populate a scene and start a game right then and there.

MV doesn't have this.

The four classes it gives you are nearly all identical; you get four-five starter spells for exmple, and a really poor example. You have much nicer sprites for items and spells and weapons... But less. You have less options for customizing characters in the character creator (though the character faces look WAAAAAAAAY better). 

And my LEAST FAVORITE part:

Things that I felt should have been a part of the base engine were DLC.

When I got my DLC, I though perhaps I'd actually gotten an Update. It was very difficult to even sus out what the DLC even was, because it felt like it should have been in the engine to begin with. I got five extra face structures, a few new hair styles, and a couple different eyes and clothes, as well as a little music and (atcually quite a few) plugins.

The character creator stuff really should not have been DLC. It really shouldn't have been. Music, new sprite sheets for areas, plugins- those can count as DLC. But for a basic piece of the engine with so little that was given, the DLC felt a bit... Depressing.

Would I still buy MV if I didn't have it? Yes. Do I plan to return to Ace? Not on your life. I have it installed so I have easy access to its DLC."
"Melhadf","3,028 products in account","Posted: October 26, 2015","19 of 32 people (59%) found this review helpful
1 person found this review funny","Not Recommended","13.7 hrs on record","Posted: October 26, 2015
												Should've been label early access.

The switch to javascript has given more power to creators but at the cost of performance.  Animated tiles flat out cause framerate drops in game.  Editor also exhibits this lagging behaviour when pasting tiles.  Output to any format is completely open for end users, so it isn't really compiled as such and instead opens up for complete/partial copies of any better games as soon as they are released.


On the plus side maps can be any size (with a script), resolution can be increased (with a script), in fact everything can be changed with javascript.

While it could be good it clearly isn't at the moment and should be treated as the early beta it really is."
"Sir Lefty","94 products in account","Posted: September 9, 2016","2 of 2 people (100%) found this review helpful","Recommended","192.8 hrs on record","Posted: September 9, 2016
												I first used RPG Maker Vx Ace a year or two ago and I love to use the software. Every graphical aspect of the games you make can be your own, and the features this version includes make it well worth the price. It's awesome to learn how RPGs work (I can explain how most RPGs work to my friends) by using this software. Even if you don't make money from the games you make, it's still a fun time to explore your creativity with RPG Maker MV. It's great to have Mac support, too."
"kNOwofTHekING","69 products in account","Posted: November 14, 2016","7 of 8 people (88%) found this review helpful","Recommended","68.2 hrs on record","Posted: November 14, 2016
												I'm in love with this. Absolutely. 100%.
I came to this one from RPGMaker XP because it was on sale, and I had wanted it for awhile. It was a HUGE step up, and I would have easily paid full-price for it and started using it months ago if I had known it was going to be this fun. After transitioning from XP, I figured I had a lot to learn, but learning the new UI it just became second-nature. I'm not sure about people comparing MV and Ace, as I have never used Ace, but it is easy enough to work around and I am still learning new things all the time. I'm only 39 hours into this RPGMaker, but the entire time has been spent on a single game that I was working on from XP. The tilesets leave much to be desired, as coming from XP there was a huge assortment, but there's enough there to work with without feeling like DLC is a must. Also, Workshop integration is nice. I haven't downloaded anything yet, but I think that with a little more time it might start filling up.

TL;DR- If you wanted to make RPG games, I'd say this would be a great first step, but you may think about picking up one of the cheaper titles to get a feel for how it all goes together. If this much was thrown at me at once going in blind like I did with XP, I probably would have given up."
"Dairnon","154 products in account","Posted: May 29, 2016","19 of 21 people (90%) found this review helpful
1 person found this review funny","Recommended","5,942.3 hrs on record","Posted: May 29, 2016
												95% + of the complaints are peoples lack of ability and or information... 

This software does what it claims it does outside of the box as well as opens far more oppertunies and options then its predecessors. 

Note: The program plans to become better optimized when it upgrades its graphics engine from pixiv2 - pixi v4, so look out for that!

Update: PIXI.v4 is out, and increases preformance by a lot."
"seacliff217","66 products in account","Posted: October 25, 2015","3 of 4 people (75%) found this review helpful
1 person found this review funny","Recommended","151.6 hrs on record","Posted: October 25, 2015
												Though I'm giving this a recommendation, I want to say first that this is not for every RPG Make user. It's quite likely your better off using Ace for now.

If things like a more accessible programing language, mobile and browser support, a more diverse set of stock graphics (it's not called RTP anymore), and a fancier character generator are things that interest you, then by all means go ahead.

If what's listed above don't catch your fancy, then I'm afraid to tell you the MV is not for you. At this point, there simply is not enough Pluggins to outdue the thousands of scripts Ace currently has.

The reason why I'm recommending this is the potential MV ultimately has, in the next year or so, I envision MV getting the proper updates it needs from the developers while getting the pluggins it needs from the community to create the ultimate RMing experince. It's just not like that now. And that's why it needs all the support it can get."
