username,products,date,helpfulness,recommendation,hours_played,body
"ペパロニNIPS","300 products in account","Posted: March 23","1 person found this review helpful","Recommended","2.7 hrs on record","Posted: March 23
												Ran run up a giant spider and the spider stomped me out immediately. 8/10"
"Manataur","230 products in account","Posted: March 23","1 of 2 people (50%) found this review helpful","Recommended","8.7 hrs on record","Posted: March 23
												Its been a while since Ive hunted. I tried Monster Hunter on the 3ds, but its just not the same. This game is great. Looks great. Combat is fluid. Crafting system is just like any other hunting game. Grindy, Just the way I like it."
"Adrian","380 products in account","Posted: March 22","4 of 5 people (80%) found this review helpful","Recommended","4.2 hrs on record","Posted: March 22
												Sure, it's not a perfect port, but if you don't need 4K and mouse support, it's servicable. Runs pretty well on my old-ish laptop (dual core i5 and GTX860M), crashed one time, but otherwise no issues. Game feels like a Monster Hunter reskin, much more so than God Eater. And since there's no MH on PC, I have to say that's a good thing. Compared to MH combat is much more smooth and fast paced. Attacks combo nicely and you have grappling hook to zip around the battlefield and grab monsters with. It's a fun game in a genre that's not so common on the platform, go get it."
"Teddiursa","215 products in account","Posted: March 22","5 of 9 people (56%) found this review helpful","Recommended","10.2 hrs on record","Posted: March 22
												Been playing MH since MHFU, if you like MH games you will like this."
"Guts","32 products in account","Posted: March 22","7 of 11 people (64%) found this review helpful","Recommended","20.1 hrs on record","Posted: March 22
												I'm going to start by letting you all know that i am a HUGE monster hunter fan, i've probably put over 500+ hours on the MH games. Now since i live in Canada i have no access to the online version, i tried monster hunter 4 but its just not the sam e when playing in a small ♥♥♥ screen, i loved MHTRI alot and oplaying it on the big screen! Ever since then i`ve been on a quest of finding an alternative. When God Eater came out i was amped, even though the graphics was WAAAAY too `cartoony`for my liking, i tried to endure it... but when i found out that the game was region locked.. totally turned me off.. empty lobbies, have to go to different group chats to find people to play with and so on.. it was such a hassle.. so i gave up on it, i tried KIWAMI but by the time i started playing it was dead. Now, when toukiden 2 came out i bought it since it was onsale and wasn`t 80$ like every other game right now that just came out, so i tried it out. I`m going to be honest with you guys, i skipped the open world and tried to breeze through it, just till the multiplayer part anyways, ( im a hunter) i dont care about free roam, im searching for a solid drop in-drop out type of lobby style where you go get the quest and hunt! TBH with all of you the graphic style of the game was something youll really get used too after trhe training, its a mixture of MH and GE tbh honest with you (art style). I was amazed when i first saw the crafting system of this game, it gives the monster hunter feeling. Everytime i beat a new boss or type of animal a new set of armor pops up.. which is pretty cool, the HUGE thing i liked about MH is how you get to make armor out of the monsters you kill almost as if your showing off what you slayed but wearing their scales! Found its the same here in toukiden! I was skeptic about the whole Demon-Like types of monsters because in God-Eater their monsters were just.. too anime for me i guessÉ I was down for the whole dinosaur-monster like monsters that MH gives you. A few battles here and there and each new boss i see i end up loving! They transform into another form, and if anything they get harder than the monsters in monster hunter... i feel as if the monsters stay hard and challenging but at the same time the way they made it so you can heal yourself and use other awesome skills made the game a little easier, (a little). The game is still very challenging.. we did this exploration at tier 2 which had like 5 bossess in the dungeon which was really some sword art online feeling when your in that multi level boss dungeon,also you encounter this type of dungeon really earlier in the multi.. now i dont review alot of ♥♥♥♥ but this game is WORTH reviewing, the gameplay is so fricking smooth, the multiplayer is just top of the notch monster slying.. the demons are crazy.. they all turn into something crazier and playing this online is just... wow.. dont even get me started with the weapon crafting.. right off the bat you unlock like 30 difeernt types of weapons per weapon category (might bo overexatterated) but i didnt like a few monster hunter qwuests and ended up having a ♥♥♥♥ load of new weapon types to unlock.. also also also also THE ELEMENTAL FRICKING WEAPONS AND ARMORS ate you can unlock.. just.. wow.. and you know what.. this is only the beginning for me.. still cant wait to see whats in store... :) See you all in the game and i hope this sheds a fight light on your guys doubts abou tthis game.. this is THE BEST ALTERNATIVE FOR MONSTER HUNTER FANS! Join now..! The lobbies easy drop in and drop out.. join in anytime :) With built in mic as well! See you all in here guys, add me up! And most of all HAPPY HUNTING!"
"Ultimate_Pervert","31 products in account","Posted: March 23","4 of 7 people (57%) found this review helpful","Recommended","16.5 hrs on record","Posted: March 23
												Game came out yesterday. Already 14hrs into the game. Toukiden and Open world is the best improvement."
"Noyes Laboratory","81 products in account","Posted: March 22","4 of 5 people (80%) found this review helpful","Recommended","10.0 hrs on record","Posted: March 22
												Good port, runs better than the first game.
Controls are easy even without mouse +kb, but I personally prefer to use controller.

It's an awesome hunting game, and the open world actually adds to the immersion without taking away anything.
The actiony yet precise gameplay is fun and rewarding, and your AI companions are interesting and useful.

10/10 if you like hunting games, action rpgs, anime style asethetics etc."
"Snaggle","446 products in account","Posted: March 22","6 of 11 people (55%) found this review helpful","Recommended","7.2 hrs on record","Posted: March 22
												Chest Size Modifier. 

Samurai Jack-like storyline. 

Toxic whiny-babies not recommending a game just because of a few failed aspects. 

What's not to love?"
"dainsleif","156 products in account","Posted: March 23","No ratings yet","Recommended","3.5 hrs on record","Posted: March 23
												vast improvements over the previous toukiden and toukiden: kiwami , with open world being a new addition , i must say that it is a great addition , leading the world to feel alot more connected. great game so far!"
"Cimzes","442 products in account","Posted: March 23","3 of 4 people (75%) found this review helpful","Recommended","6.1 hrs on record","Posted: March 23
												Toukiden 2 is a huge improvement from the first one and Kiwami. Not only in terms of the Port itself (aside from the lack of mouse support), but the new gameplay features and improvements are a real addition to the series. 

If you like action-hunting games like Monster Hunter, Freedom Wars or enjoyed the first Toukiden, buy this one. You won`t regret it! Great game, great fun! 

Runs at solid 60fps on my i5-4670k @3.2GHz / 8GB RAM / GTX 970 4GB"
"Sardonic Hawk","19 products in account","Posted: March 23","1 person found this review helpful","Recommended","22.4 hrs on record","Posted: March 23
												This is probably one of the most fun, Monster Hunter, like games i've played in a long time. I highly recommend getting this game."
"leevann","502 products in account","Posted: March 23","6 of 20 people (30%) found this review helpful","Not Recommended","0.3 hrs on record","Posted: March 23
												Mouse and Keyboard support is not present in anykind of usefull manner. The menues are not fully translated, nore do they indicare the correct keys on a keyboard. When it says press any key, it does not mean press any key. And, the Resolution settings do not support 16:10 or higher aspect ratios, nore is anything above 1920 X 1080 supported.

All told a slopy port done in a half ♥♥♥♥♥ manner. I recomend only playing it, if you output to a TV and have a controler. It would be nice to actualy get to play the game, but as I do not have a controler handy...

They really need to add Requiers a Controler to the min system requierments. Preferably, they need to fully support KB&M. Maybe in a patch."
"Lord Xel","150 products in account","Posted: 22 March","46 of 57 people (81%) found this review helpful
1 person found this review funny","Recommended","32.3 hrs on record","Posted: 22 March
												About what you would expect from a monster hunter-like game.

No mouse support, but it isn't that big of a deal. You can freely rebind keys and essentially just use your keyboard as a controler. Such as: I use right hand for camera controls (arrow keys) and left hand controls movements and attacks. Feels nice and works.

Will update later once I get some more gameplay down, but initial look isn't as bad as people think it is in regards to controls and such.

Updates: One thing I noticed that is pretty horrible is during multiplayer open mic appears to be set to ALWAYS be on. There is no option to turn it off. So if you play with friends and use mumble or team speak (and hate open mic), this will really annoy you. As well, it appears that you also have to have a team of 4 when venturing in multiplayer - so playing with a friend, I have to bring 2 NPC's, which is lame.

Game is quite fun and has a lot of variety. It is rather easy though. You have a lot of heals and if you do get knocked out you can just get ressed repeatedly. In multiplayer that means all 4 people have to get knocked out - which is incredibly rare."
"LemonH","43 products in account","Posted: March 22","9 of 10 people (90%) found this review helpful
1 person found this review funny","Recommended","29.0 hrs on record","Posted: March 22
												You will be blown away! Koei made a good port for once !"
"blacksun.956","256 products in account","Posted: March 23","No ratings yet","Recommended","1.4 hrs on record","Posted: March 23
												JUST GET A CONTROLLER!!!"
"dainsleif","156 products in account","Posted: March 23","No ratings yet","Recommended","3.5 hrs on record","Posted: March 23
												vast improvements over the previous toukiden and toukiden: kiwami , with open world being a new addition , i must say that it is a great addition , leading the world to feel alot more connected. great game so far!"
"Dolce","553 products in account","Posted: March 23","No ratings yet","Recommended","8.2 hrs on record","Posted: March 23
												For Monster Hunter fans, I'd recommend Toukiden 2 if you'd like something with faster-paced combat and more story/character focus. Just make sure you have a controller."
"NightcoreLounge","872 products in account","Posted: March 22","73 of 325 people (22%) found this review helpful
3 people found this review funny","Not Recommended","0.5 hrs on record","Posted: March 22
												I know I don't have much playtime and i know a lot of people will complain about that, but just stay with me for a second and let me explain.

The game it self is a lot better then the first one.
The graphics are okay.
Its nothing to jump up and scream about, but it definitely does the job. 
(Could be more graphical settings in my opinion) 

The sounds track is nice and the sound engineering is on point.


So why am I giving it a thumbs down? 

Because the games has no real mouse support at all.
This is on PC and I know a lot of you will say: But games like this are meant to be played with a controller. And I agree! But you must understand not everyone will nor want to use a controller.

Overall there are some minor issues while tabbing in and out of the game.
But port-wise besides the mouse there is nothing major wrong it.


It's a HUGE step-up from the first game they released on PC.


Do I recommend getting the game now? 
Completely up to you, but my two cents are.

If you are okay with the no real mouse support and the OK graphics then yes go for it.
If you are not okay with these issues then I recommend waiting.


PS: I know I talked mostly about the port, that's because I have not gotten to far in the game yet, but what i have seen so far its definitely an okay game.
(I will change this review as I progress in the game)"
"Misty Rina Zumarly","111 products in account","Posted: March 22","0 of 71 people (0%) found this review helpful
3 people found this review funny","Not Recommended","16.5 hrs on record","Posted: March 22
												last mission suks
its solo i hate solo"
"ayu","1,375 products in account","Posted: March 23","1 of 4 people (25%) found this review helpful
1 person found this review funny","Recommended","9.2 hrs on record","Posted: March 23
												No mouse support...

And that is okay, cuz I aint got no mouse...so thumbs up!"
"Kuroinu","38 products in account","Posted: March 22","2 of 6 people (33%) found this review helpful","Recommended","9.6 hrs on record","Posted: March 22
												Good game and if you dont have a controller dont get this game."
"zengrin","378 products in account","Posted: March 23","5 of 8 people (63%) found this review helpful","Recommended","3.7 hrs on record","Posted: March 23
												Open world Toukiden! It's for sure an improvment over the previous games.

So far it's shown to be a great port, which is suprising coming from KOEI TECMO. No issues on this side. 
Bewarned though, some people are having issues getting it to launch. It seems if you can launch it, it's smooth sailing from there. Put that Steam refund capability to use if it's not launching. Highly recommend using a controller to play, as there's currently no mouse support. I've had zero issues using an Xbone controller.

With that said, I'm stoked to what see what kind of crazy Oni I'll get to slay in this round of Toukiden."
"high impact sexual violence","99 products in account","Posted: March 22","4 of 10 people (40%) found this review helpful
3 people found this review funny","Recommended","1.2 hrs on record","Posted: March 22
												So far beautiful game, nice controls, 60 fps.

Created a cute loli waifu with a huge naginata.

lolis/10"
"high impact sexual violence","99 products in account","Posted: March 22","4 of 10 people (40%) found this review helpful
3 people found this review funny","Recommended","1.2 hrs on record","Posted: March 22
												So far beautiful game, nice controls, 60 fps.

Created a cute loli waifu with a huge naginata.

lolis/10"
"Ç | Baast","215 products in account","Posted: March 22","30 of 222 people (14%) found this review helpful
6 people found this review funny","Not Recommended","0.2 hrs on record","Posted: March 22
												An action-hunting game on PC that doesn't allow player to use a mouse."
"Astral Ocean","151 products in account","Posted: March 23","1 of 2 people (50%) found this review helpful","Recommended","12.6 hrs on record","Posted: March 23
												2 out of 5 game not worth 60dollars tho"
"Scarlet","107 products in account","Posted: March 22","2 of 5 people (40%) found this review helpful","Recommended","1.8 hrs on record","Posted: March 22
												Ax excellent port. No problems, no glitches, can run at 60fps.

Sure, no mouse support is a bummer but it's still playable with just a keyboard alone, it takes a while and you can always rebind your keys."
"Ultimate_Pervert","31 products in account","Posted: March 23","4 of 7 people (57%) found this review helpful","Recommended","16.5 hrs on record","Posted: March 23
												Game came out yesterday. Already 14hrs into the game. Toukiden and Open world is the best improvement."
"800 pound paperweight","172 products in account","Posted: March 22","15 of 85 people (18%) found this review helpful","Not Recommended","31.9 hrs on record","Posted: March 22
												Microphones are using your steam settings but don't take push to talk so the microphone in multiplayer is always on.

No mouse support."
"Vero","99 products in account","Posted: March 23","No ratings yet","Recommended","2.6 hrs on record","Posted: March 23
												pretty gud game"
"Noyes Laboratory","81 products in account","Posted: March 22","4 of 5 people (80%) found this review helpful","Recommended","10.0 hrs on record","Posted: March 22
												Good port, runs better than the first game.
Controls are easy even without mouse +kb, but I personally prefer to use controller.

It's an awesome hunting game, and the open world actually adds to the immersion without taking away anything.
The actiony yet precise gameplay is fun and rewarding, and your AI companions are interesting and useful.

10/10 if you like hunting games, action rpgs, anime style asethetics etc."
"Arika","168 products in account","Posted: March 23","5 of 26 people (19%) found this review helpful","Not Recommended","0.8 hrs on record","Posted: March 23
												Not a bad game,but no mouse & keyboard support , God eater games was good with those."
"leevann","502 products in account","Posted: March 23","6 of 20 people (30%) found this review helpful","Not Recommended","0.3 hrs on record","Posted: March 23
												Mouse and Keyboard support is not present in anykind of usefull manner. The menues are not fully translated, nore do they indicare the correct keys on a keyboard. When it says press any key, it does not mean press any key. And, the Resolution settings do not support 16:10 or higher aspect ratios, nore is anything above 1920 X 1080 supported.

All told a slopy port done in a half ♥♥♥♥♥ manner. I recomend only playing it, if you output to a TV and have a controler. It would be nice to actualy get to play the game, but as I do not have a controler handy...

They really need to add Requiers a Controler to the min system requierments. Preferably, they need to fully support KB&M. Maybe in a patch."
"Cenosys","48 products in account","Posted: March 23","2 of 3 people (67%) found this review helpful","Recommended","19.3 hrs on record","Posted: March 23
												For those who are new to toukiden : its basically monster hunter but you fight demon instead; if u ask what monster hunter, err its hack and slash game where you co-op to destroy your gigantic monster body parts.

changes in toukiden 2 from the 1st :
you can zoom out ( much like bird view than 3rd person view)
added 2 weapon (shield & sword & blade whip)
katana now have new procedure to enter hyper gouge
knife you can air dash now
bow have backflip during aim mode
rifle you can reload after shooting or rapid reload

new mitama lvling system and skills

unity attack changed to demon hand, which actually destroy the part and wont regrow at all (you can actually make a demon limp with no feet now.)

if you explore map without taking mission it will be an open world ( much like MMO, with random skirmish mission)

Afterwords, I dont think you guys need a review. you would love it, just spend the money ""it's worth it""!"
"HANTEESH","26 products in account","Posted: March 22","5 of 14 people (36%) found this review helpful","Recommended","20.2 hrs on record","Posted: March 22
												very good game"
"Misfit","352 products in account","Posted: March 22","5 of 8 people (63%) found this review helpful","Recommended","15.8 hrs on record","Posted: March 22
												amazing first impression.
its very similar to toukiden 1 with an open world instead of the monster hunter typical small levels.
performance is also better than toukiden 1.

if you like toukiden 1 or monster hunter games in general this is a no brainer."
"{EkG} SwordThane","197 products in account","Posted: March 23","4 of 6 people (67%) found this review helpful","Recommended","9.7 hrs on record","Posted: March 23
												So far the game is great, combat is fun and has some depth to it. The amount of wepons and diff play styles you get to choose from is amazing, I also get steady frames and no sudden drops. 

I will deff update more as a I play. 

Pros
-Variety of weapons and play styles
-Combat and no frame issues
-Multiplayer is a blast 
-Open world

Cons
-No english voice overs (Some players might not have a problem with this)
- YOU NEED A CONTROLER (No mouse support)
-No push to talk on multiplayer (There is a way to fix this)"
"theymightbe","327 products in account","Posted: 22 March","72 of 90 people (80%) found this review helpful
1 person found this review funny","Recommended","9.3 hrs on record","Posted: 22 March
												I play the game with an xbox controller, so I am unaffected by the lack of mouse support.

This port is fantastic compared to Toukiden Kiwami. I played through the entire story of the first, and dealt with the lag in town because the game was fun. So far Toukiden 2 is running like a dream, and the game is a huge improvement to the first."
"Neoiel","1,178 products in account","Posted: March 23","3 of 5 people (60%) found this review helpful","Recommended","4.1 hrs on record","Posted: March 23
												Huge improvement over Toukiden 1 and Kiwami. It's taken forever for one of these Monster Hunter type games to embrace an open world design. Definitely doesn't feel like Koei-Tecmo's usual Warriors gimmick where they slap a couple new characters in it, rework the story a tad and release a bare bones sequel. They actually mixed it up a great deal. The character models are a lot better, and the character customization is much deeper. The Demon's Hand and ""soul dash"" mechanics make traversing the world fun. I've got an old GTX 770, I'm getting a solid 60 fps with settings maxed out. We finally got 60 fps, and in that regard the better port, because both PS4 and Vita are stuck at 30 fps. Sure there's no mouse support, Do people honestly not have a PS3/PS4, 360/Xbone controller lying around that they can plug into their pc's? If not, just use your keyboard and the lock on features to minimize the need for a mouse. But the game wasn't designed for mouse and keyboard, if you can afford these games new, go get a controller already. O.o 

My only gripes for Omega Force would be to try to better match Monster Hunter's difficulty. That and substantially up the world's graphics, with recent titles like Hyrule Warriors and Dragon Quest Heroes we know they're capable. Omega Force needs to step into the next generation already instead of tending to frequently hang two generations behind everyone else graphically. It's most likely the Vita that's holding everyone back. The game is a blast though. Hopefully as they perfect the hunting game formula they can eventually prod Capcom into playing with the big dogs again where big monsters belong----on the big screen. The 3DS 800 x 240 res 4.88' screen just doesn't cut it for slaying life sized dragons and it's a shame."
"Prinny","252 products in account","Posted: March 22","3 of 5 people (60%) found this review helpful","Recommended","9.0 hrs on record","Posted: March 22
												I was expecting for the worst since the Toukiden Kiwami (pc) didn't launch the game for me (and have to refund it...), but it didn't. The game actually launched so I was able to enjoy myself on the beginning for awhile. No complication on my end, but we'll see as I progress. Can't wait to waste my Spring Break on this."
"Deep-Sea Dinosaur","398 products in account","Posted: March 22","56 of 214 people (26%) found this review helpful
5 people found this review funny","Not Recommended","5.8 hrs on record","Posted: March 22
												I really wanted to like this game since I played Toukiden Kiwami on PS4 and enjoyed it quite a bit, so an improved version on pc should have been awesome. Should have been.
The game started with a small launcher, an oddity but not unheard of. It showed the launcher in Japanese by default, but it was easy to change this to English. After this I saw that windowed mode was also the default so I also changed this.
But this is only the launcher right? Nope.

When entering the menu I found out the prompts were for an xbox controller even though I didn't have one plugged in. Decided to change a few options first. Saw the video settings by default were locked to 30 fps so I changed this to 60 since they can't be unlocked also changed details to high from medium.
This didn't affect gameplay for me, but I have a 1070 GTX so I am not exactly the ""average"" player on that front.
After changing the video options I went to sound options and saw that sound is a slider that ranges from small to large instead of soft to loud or low to high. A small thing, but translation is kind of a big deal if you don't understand the original language (Japanese). Seeing the translation in the menu I decided to skip the story since I don't trust the translation.

When starting to play I noticed the attention that character creation got which was nice. A lot of hairstyles etc. and quite a few sliders for things. It was nice to create the character I had on PS4 and improve on her appearance with more options.

After this the game started and I started to test the controls in the ""tutorial"". I put tutorial between quotes since it showed controls for an xbox controller instead of mouse and keyboard.
The first thing I noticed was that the mouse isn't used...at all. Instead you adjust the camera with G,H,J, and T while moving with W, A, S, and D. This came over really weird while playing, so I wanted to change the camera controls to numpad since mouse wasn't an option. As it turns out numpad cannot be used at all and neither can the arrows so you are pretty much stuck with awkward controls.
After movement I tested attacking with J, I, K, and L. Picking up items requires you to press and hold O and using magic is done by holding O and pressing one of the attack keys.
While pressing keys randomly I didn't get lock on to work and I was just about done with the entire control setup, but I decided to finish the tutorial with keyboard only and I can tell this game is absolute garbage when playing with keyboard since you need 3 hands with fingers ranging from A to L to play optimally without lock on.
After the tutorial I plugged in a dualshock 4 controller noticed the game didn't acknowledge it. No biggy I will restart the game since it most likely is a bug with playing it in while playing. Again a no since the controller can't be used. I also noticed this with Dark Souls 3 and find it odd that a game that also releases on PS4 can't use a PS4 controller. With this game however I find it a bigger deal since this game only releases on PS4 and PC and can't even be used with the controller of 1 of the 2 platforms.

This was the point where I decided to go for a refund since I was done. I dont want to control my character with W, A, S, and D while controlling the camera with T, F, G, H and also attacking with I, J, K, and L. The person who tested controls was either drunk and just said it was great or a mutant. Locking on might resolve the camera control issue, but when playing Kiwami I didn't use lock on all that much, so I don't want to adjust my playstyle in such a way just to get past a limitation in the controls that shouldn't be there.
Maybe I will check the game again if it can be used with DS4 or when it has proper mouse and keyboard controls, but right now I just couldn't enjoy it at all and uninstalled it after the tutorial. I doubt it though."
"❥ Cheng Xiao ❣","314 products in account","Posted: March 22","15 of 24 people (63%) found this review helpful","Recommended","0.4 hrs on record","Posted: March 22
												i haven't got into deep gameplay (i assume it would be the same with some additions) and story yet, i'll update it later, this is my opinion so far.
this is what we will get in toukiden 2 that are better than the first one

+better graphic, and by better i mean a lot
+60 fps master race !!!!!
+EXCELLENT PORT !!!!
+better character customization, your slayer is now getting closer to be your dream waifu
+2 new weapons

-unfortunately, according to other players, the game has no mouse support <<<< this is the reason why this game got so many downvotes.

Since I'v already got an Xbox controller and loved the first game, I 've found no problem so far


For those who are deciding to buy this game.

-If you already got a controller and loved the first toukiden game, don't hesitate. You'll have eyegasm + feels coming in

-If you already got a controller but haven't played a toukiden game, as a person who really loved the first one, i'd recommend you to get it. Keep it in mind that it isn't as hard and challenging as Monster Hunter games, and the monster hunting isn't as deep too (no tools and planning, you just go out and smack them monsters down with faster combat system). As a Monster Hunter player aswell, I'm not gonna say which one is better, both games have their own charms that make them different from each other. These 2 franchises are my babies, I'm in love with both.

-If you got no controller, don't buy this game YET. Just get the cheapest controller you can find if you don't wanna invest the high-end ones. Believe me it's gonna be worth it.
Unless you are not into monster hunting games or you are a die-hard Monster Hunter fanboy overflowing with hate to other monster hunting games."
"Shynkx","217 products in account","Posted: March 22","4 of 7 people (57%) found this review helpful","Recommended","13.6 hrs on record","Posted: March 22
												Reviewing the game after 3+ hours (Early review)
The game run super smooth at stable 60 FPS, I had no issues since I started playing, no bug, no crash, everything is perfect!
People that put a bad review on this game are probably just trolls that doesnt know how a PC works!
You'll read on some post that the KB/M support isnt really there..So what? A simple X360 AfterGlow controller or if you have a ps4, use Ds4windows and boom, it works!

Controls work great
Graphics are nice for this kind of game!
The multiple weapon choice and combos are sweet!

Only thing I saw by their website was the number of Large Oni that seems low(I might be mistaken)

Overall, a great game for those who loves the Monster Hunter series and wants this kind of game on PC!
Its a buy
Dont be that gamer that will cry in tears because its 2017 and no KB/M <---which we dont care"
"Akira","38 products in account","Posted: March 23","1 of 4 people (25%) found this review helpful","Recommended","7.4 hrs on record","Posted: March 23
												Great port. 10/10 would slay Oni again."
"Nothu","380 products in account","Posted: 22 March","45 of 59 people (76%) found this review helpful","Recommended","19.4 hrs on record","Posted: 22 March
												More a Checkup on Port Funcitonality

60 FPS - Yes
Stable Performance - Yes
Massive Loading Time Difference if you have better Hardware - Yes
Keyboard and Mouse Controls - No
Keyboard Controls - Yes
Supports multiple Gamepads - Yes
Changes Input Display on active use - Yes (even has the Xbox Button Layout)
Crude Graphic Options. Can't cahnge Particle Effects inside the Game."
"Rayhaku808","105 products in account","Posted: March 22","1 of 5 people (20%) found this review helpful","Recommended","22.4 hrs on record","Posted: March 22
												First of all; if you don't have a controller, do not get this game.
It lacks mouse support so your options are keyboard or controller.

This little review also assumes you've tried the first one or are familiar with monster hunting games. And it's spoiler free. But there's not much to spoil anyway.

What I love:
Open World - In most monster hunting games, you have a village that acts as a hub. In that hub, you can choose which missions to go out on and you go to the general mission area. From there, you have all these little instances of maps that you go through one by one til you get to the final zone and then you get ported back. That's gone from this game. You actually just walk out of the village and explore the oni infested lands with some party members.

Mission Structure - I feel like I needed to separate this part before I get off track before I talk about the quests any further. Story missions will have you go out into the open world to complete your stuff. You also complete some side quests this way (e.g. find this person, kill the oni hanging out by that tree over there, I can't leave this cave with that oni right outside, basic fetch quest, basic escort quest). 

Then there are ""Phase Missions"" where you talk to someone at the front desk and when you leave the village, you'll get ported to the exact area you're supposed to be. Then you just kill everything in the vicinity. Pretty watered down version of the older monster hunting style quests.

Combat - You get an item early on called the ""Demon Hand"" that allows you to grapple towards objects and enemies a la Attack on Titan. This is so huge for movement in these games. Bosses often fly across the map and it sucks catching up to them only for them to fly across again. Last time I played a game like this that gave you a good amount of movement was Dynasty Warriors: Strikeforce. All weaponsets have a small dodge while some have also have guard/parry. It's pretty fast paced if you play with the right weapons. To mix things up for your playstyle are the Mitama that you attach to your gear. Some specialize in dealing damage, destroying monster body parts, moving quickly, movement impairing, healing, buffing, tanking, etc.

Things I like:
Upgrading weapons - Kill monsters for their parts and use them to upgrade weapons in several different ways. You can either increase its raw damage, critical rate, or elemental damage. Then you can reforge them into stronger variations.
Armor works the same. Increase defense or increase the rate of your health regen (but not really, idk it's stupid).

A.I. - Monsters behave how they're supposed to. Party members are pretty efficient. Have yet to run into issues.

Complaints (so far):

Mini map - Kinda hard to navigate with it. You can resize it but all the sizes are just so awkward. I think if the character indicator arrows also resized with it. Arrow points in the direction of the story quest but you can't get it to track other quests. It also doesn't help navigate you to the quest, as in which path you should take. You'll go down one fork in the road only to end up having to backtrack pretty far back. This wasn't a problem til I got to....... the snow area.

So you have to do is press Start and press X to see the full map, not the map that shows up when you initially press Start. At least you can set waypoints but I think that works the same as the stupid arrow in the minimap.

Terminology - I swear that this is the worst thing about this game (because I'm not having technical issues :D   ).
Your passives will refer to all these different abilities and you don't even know what they are. Example,
Onslaught+ (Orthodox)
Increases the damage you inflict when attacking an Oni from straight on when using Onslaught.
Cannot find Onslaught in the game's encyclopedia. Orthodox? What significance does that word have? ""Straight on"" probably means when you're not attacking an enemy from behind. Does the side count? I wish there was a way to highlight keywords and the game will show you what it is in the game.

Demon Hand - For the most part it's great. But when you aim with it by holding RT, you can't cancel out of it unless you dodge which uses up your focus/stamina. Or you can just let it go and whiff it. Why would you cancel out of it in the first place? Cause you think you can grapple on to an enemy but then they're not in range anymore or you misjudged the distance. A small and partial fix for this would be to change the color of the lock on target indicator when an enemy's in range of the demon hand.

Day/Night - There's a day/night cycle. It makes a small difference. Oni are more powerful at night. Some sidequests can only be completed at night. In a few areas, you can't really tell if it's day or night so to have an icon on the minimap and in the main map would be helpful.

Haven't touched:
Multiplayer - Waiting for a friend. Also can't find a random lobby. PS4 might have more luck or Andromeda is stealing the crowd lol.
Item Synthesis - Doesn't look useful yet. Maybe later in the game.
Bonding with party members - Don't really know the purpose of this. I have an idea based on the first game though.
Sending gatherers out to bring back materials every X minutes - Well, I do this. But it always fails. Need to upgrade gatherers a bit more but to do so is pretty difficult.


Also, my specs cause why not.
OS: Windows 7 Home Basic 64-bit SP1
MoBo: ASRock Z97 Killer
CPU: Intel(R) Core(TM) i5-4690K CPU @ 3.50GHz (4 CPUs), ~3.5GHz
RAM: Hyper X Fury 16GB DDR3
GPU: NVIDIA GeForce GTX 970 4GB
Samsung SSD 850 EVO 500GB
Samsung SSD 840 EVO 250GB
Samsung SSD 840 PRO 128GB"
"RespawnTheWizard","192 products in account","Posted: March 23","0 of 2 people (0%) found this review helpful","Recommended","1.5 hrs on record","Posted: March 23
												Very Fun But The combat is a little bland to start, I wonder if will get better"
"Diamond Dick","117 products in account","Posted: 22 March","35 of 47 people (74%) found this review helpful
1 person found this review funny","Recommended","21.3 hrs on record","Posted: 22 March
												Yes, lets all pour on negative reviews for lack of mouse support,

Let's completely disregard

- completely smooth at all times at 60 fps 
- fantastic monster hunter-esque gameplay, something that's severely lacking on pc
- tight controls on controller
- online co-op, fight badass monsters with your buddies
- good soundtrack

This is everything me and many more would want in a pc game.

The fact that it's still only at 'mostly positive', and started out as 'overwhelmingly negative' is a ♥♥♥♥ing travesty."
