username,products,date,helpfulness,recommendation,hours_played,body
"murderbits","3,280 products in account","Posted: July 18, 2015","9 of 11 people (82%) found this review helpful
2 people found this review funny","Recommended","5.4 hrs on record","Posted: July 18, 2015
												Rocket League is a game by the studio that made the free-to-play game Nosgoth that punches far above its weight. It is easy to learn, with a pair of tutorials that can be completed in under ten minutes and is almost immediately fun. However, the addiction starts to set in when you push yourself to start mastering the game.

Your first few matches will feel chaotic and hinging entirely on chance. As you acclimate to the controls and physics, you become more confident within the game world and find yourself capable of intentionally performing maneuvers. That becomes a turning point in the game and as you perfect these skills, there comes an incredible elation when you line a shot up -- probably with an assist from another driver -- and nail that in. All with determined calculation, rather than random luck.

The modes and arenas have minor variants, but are consistent. It quickly becomes a game pitting carthletes against each other and nothing else. True tests of skill and reflex. There aren't really even any modifications that impact skill, either. All the adding trappings you unlock are cosmetic. The game has ranked and unranked multiplayer of different team sizes and single player with a season/tournament campaign. That's it. That's all it needs.

My only negative experience has been with AI/Bots. They are uncannily talented and whether they're on your team or the opposition, they can ruin the game. When you are the only human on your team, there's no joy in absolutely trouncing the other team, because you know it's because of the unfair advantage the bots provided you. Perhaps this is better in the Ranked league, but in general play, there are a lot of people who just drop out, midgame. I do not know if these are occurring because of network issues in this overwhelmingly popular (and therefore still trying to ramp up server and network capacity) game or if they're just poor sports. Either way, having bots substitute is frustrating -- and they don't seem to do match-making for in-progress games, to substitute slots with real players.

Back to the positives though -- and this is a big one. You will almost immediately be in awe at how glitzy and shiny the world looks. The game has a great art style and fantastic presentation. Slick and not quite realistic, but very high quality. And the world is smooth. High framerate with, in my experience, absolutely no hitching or lagging or anything else. The game is smooth as silk.

I find this a surprise, because it seems like a game that by all rights should be a bit janky. It should come with caveats and ""for the price point"" justifications. It doesn't, though. It's an excellent experience that feels well-crafted. It sets a framework for itself and stays within it, polishing what it does well rather than expanding endlessly upon it, poorly.

If the trailer and live streams make this game seem appealing to you, I'd advice picking it up even at the $20 USD price. As long as the playerbase is still there when there is a big sale, that sale is going to be a no-brainer. If this game is found for $10 USD over the next few months, through the holidays -- it is going to be a downright steal. There is so much fun to be had here. Even more so, if you have a couple friends to build a team with.

This is a total gem that I have no reservations about recommending.

If you want to see some gameplay starting from the first time the game is launched, the following is a six hour live stream of Rocket League (begins about 5m into the video):


	
	
		YouTube™ Video:  
		
			Views: 0"
"2B Waifu ♥","418 products in account","Posted: August 11, 2015","4 of 4 people (100%) found this review helpful","Recommended","370.2 hrs on record","Posted: August 11, 2015
												Friend gifted me this game and got it for himself too.

Simple, cute & fun football game.
It's more difficult than you think if you just watch streamers playing it.
There's so many friendly players in the game too (◕ω◕)

This is the game where you said 1 more round and end up playing whole day

The 10 players you meet in Rocket League:
1) The Defeatist
2) The Spoiler
3) The Archivist
4) The Hitman (ᴀsshole)
5) The Failed Stuntman
6) The Only Player On Your Team
7) The Doorman's Ghost
8) The Benedict Arnold
9) The Drunken Angel
10) The Holdout

- PC Gamer"
"CONIN","782 products in account","Posted: January 2, 2016","6 of 7 people (86%) found this review helpful","Recommended","72.7 hrs on record","Posted: January 2, 2016
												When released, I marked the game as ""Not Interested"" almost instantly because I don't dig neither soccer nor racing games that much.

Then, I bought a Steam Controller when it became available through the Steam Store, thus, I received a copy of Rocket League (along Portal 2) but I didn't bothered at all and soon I forgot about.

One of my Steam friends noticed my Rocket League in his Steam Activity feed and asked me to install the game. I said NO.

The next day he asked me again to install the game. Again, I said NO. For the next two months or so he kept on asking me to install the game on a daily basis to no avail and I began to dislike the game even more because of that.

One night I had literaly nothing to do, so I decided to install Rocket League but not to give it a chance but for my friend to stop asking me to. After the brief tutorial I lost track of time and realised I had been playing for about two hours. At the same time, my friend bought a Four Pack and shared the copies with some of our friends; at the blink of an eye we were all hooked into the game.

In less than a week, 25 of us (and growing) already have the game and fell addicted harder than with heroin to the point of keep on playing for 7 continuous hours:


	
	
		YouTube™ Video: Choripán Squad [CHSQ] Live Stream - Saturday Night Rocket League Marathon 
		
			Views: 74		
		
			Subscríbete a nuestro canal para que no te pierdas ninguna de las aventuras, o síguenos por Facebook en nuestro Fan Page: https://www.facebook.com/ChoripanSquad		
	


PROS:
- Addictive gameplay.
- Lots of fun.
- Easy to play.
- Keyboard n' mouse playable.
- Colorful visuals.
- Great music.
- Several game modes either online or local.
- Powered by Unreal Engine.
- Cross platform: you can play with friends that are in either PS4 or PC.
- ""Mutators"": you can change the behavior of several things.
- Highly suggested to play with your friends.
- Lots of fun/sarcastic/senseless customizations.

CONS:
- Just a few stadiums to choose from.
- Most of the cars' aesthetics look like they were designed by a toddler.
- You can only choose from two team colors (orange or blue) when playing closed/private matches.
- DLC's are somewhat irrelevant unless you really wish those extra cars and soundtrack, otherwise, get the base game."
"Pirate Dragonov","74 products in account","Posted: March 5, 2016","8 of 11 people (73%) found this review helpful
9 people found this review funny","Recommended","120.7 hrs on record","Posted: March 5, 2016
												Rocket League;
The only game where you can 
Be a girl and scream like a dude when hitting a pole
Make goals frequantly while doing backflips
Making back and front flips
Scream your lungs out
Laugh even though you cry in the inside for missing the goal
Get assist for not doing anything

And last of all;
You are a flying battlepowered car who can has a rainbow boost...

Its fun with a lot of friends. When playing alone it gets boring. Achievements and products are easily gotten though."
"S30V","57 products in account","Posted: September 13, 2016","27 of 33 people (82%) found this review helpful
5 people found this review funny","Recommended","787.4 hrs on record","Posted: September 13, 2016
												Car soccer.. 

What a time to be alive.

It's a fantastic game. It's such a unique experience, and it's unfortunate that I never really took the time to play SARPBC. Apart from any game I have owned, it is a competitive multi-platform sports game that you will have copious amounts of fun playing -- Whether you're on the winning OR losing team.

This game has seen a lot of negative feedback lately due to the crate system being introduced. Personally, I never really liked the idea of it, but do keep in mind, there is absolutely no Steam Community Market involved.

Keys to unlock crates are $1.49, and the crates seem to drop fairly often. If nothing else, it's an OK way to fund further development of the game and increase prize pools for RLCS.
Those of you that are just SO upset with Psyonix about crates, and threaten to uninstall-
C'mon. We really got the best flavor of sh*t sandwich here, if sh*t has to be eaten.
The animated decals and wheels are pretty darn sweet.

Warning to all:
Parts of the community and certain individuals that you will meet can be VERY toxic and degrading in online matches.
That's pretty much the internet for you, but I feel that it stems from something more specific;
A lot of CS:GO diehards play this on the side with their clanmates, and that kind of vindictive and immature mentality leaks in to this game due to the competitive nature.

In closing..

Bring some friends, keep your ballchasing to a minimum, and dive in to this game.
Prepare for a wild learning curve and a boatload of fun."
"SLOANEY","973 products in account","Posted: July 28, 2015","4 of 4 people (100%) found this review helpful
2 people found this review funny","Recommended","225.9 hrs on record","Posted: July 28, 2015
												A fun and refreshing soccer gameAlthough this game is not the first time where cars and soccer have been put into the same game, this is a refreshing game to many that feels like something new. It is a game with a simple concept, it is loads of fun as so many things can happen in a match that makes it exciting every time, such as an epic save or goal. Playing with friends is definitely recommended as i find its the way to play that i found brings the most fun, but if you solo queue it is still exciting. The controls in the game are simple to use and playing with a keyboard is very doable. This game is definitely worth the price and will bring many hours of fun!"
"mips","105 products in account","Posted: July 12, 2015","7 of 8 people (88%) found this review helpful
2 people found this review funny","Recommended","26.5 hrs on record","Posted: July 12, 2015
												It's car soccer.
You can do front flips/back flips as a car.
You can murder other cars.
You can ram into your teammates and send them AND the ball flying into the opponent's goal.
Aerial hits are a thing.
 Hats.	

...It's car soccer."
"piSS pIG gRANDDAD","357 products in account","Posted: July 9, 2015","4 of 4 people (100%) found this review helpful","Recommended","68.4 hrs on record","Posted: July 9, 2015
												Thought i'd come back and actually do a proper review rather than ""yeah this is fun""

I felt that my original statement wasn't as accurate as it could be.
This game is REALLY FUN.

Price may seem a bit steep, but i've been bashing balls around in my yank van all weekend and i just want to play it more and more. 

Check out the twitch streamers if you're on the fence, they're what made me buy it."
"Kinst","249 products in account","Posted: August 30, 2016","20 of 28 people (71%) found this review helpful
13 people found this review funny","Recommended","134.3 hrs on record","Posted: August 30, 2016
												    Simple to understand
    Challenging learning curve
    Forever butt clenching
    Am more in awe when opponents make sick goals
    So many angry people
    So many angry people who thinks they're better than everyone else
    Ragequit League"
"youtube.com/Suknaman","243 products in account","Posted: August 13, 2015","5 of 5 people (100%) found this review helpful
1 person found this review funny","Recommended","1,173.9 hrs on record","Posted: August 13, 2015
												Best game ever! <3"
"Neutrino","3,522 products in account","Posted: July 23, 2015","15 of 18 people (83%) found this review helpful","Recommended","680.0 hrs on record","Posted: July 23, 2015
												Fantastic game which can be picked up for 5 mins or 5 Hrs. 

Fast pace, intuitive and competitive - a good community and suitable for all skill ranges."
"Randy Marsh","144 products in account","Posted: February 28, 2016","4 of 4 people (100%) found this review helpful","Recommended","130.1 hrs on record","Posted: February 28, 2016
												It's hard first but the more hours you put to work, The better you get and the more fun it will be"
"zeer88","87 products in account","Posted: December 23, 2015","4 of 4 people (100%) found this review helpful","Recommended","378.5 hrs on record","Posted: December 23, 2015
												Rocket League is pure, perfected and well-balanced fun. Easy to understand but hard to master, If you fail, it'll be your fault, and when you score that super hard shot it'll be immensely gratifying. One of the funniest competitive games I've ever played (and keep playing everyday with no sign of tiredness)."
"Draven","95 products in account","Posted: November 14, 2016","459 of 512 people (90%) found this review helpful
44 people found this review funny","Recommended","739.8 hrs on record","Posted: November 14, 2016
									Product received for free

												I received Rocket League from a friend who swore by it that it was fun and addicting. 
Following that, I proceeded to play with him and some other friends; but we sucked...bad.

700+ logged hours later....

I am in the top 1% of all players in ranked and am addicted to this game!
--------------------------------------
Rocket league is a game that you can pickup for the first time and be terrible at, but have that feeling that if you fixed a few things, or made a few different moves, you could have done much much better. It is a fast paced game where:
-The idea of the game is simple
-The controls are exceptional! (For real, the cars all react to your controls exactly how you think they should.)
-The skill cap is insanely high
-Every single time the ball goes in the air, you feel like it is possible to make an insane goal off of it

Rocket league is the type of game that I can pickup for a few games and put back down, or I can just delve deep into an 8 hour session and keep trying to rank up and fix my mistakes I had last game.
------------------------------------
Psyonix (The developer) knows how to run this game. They are constantly pushing out new updates, patches, and content; most of which is free!
They allow you to customize your vehicles, so no two are the same. Or you and some friends can team up, create the exact same cars, then be a three man wrecking crew of flying vans!
Psyonix really thought of everything with Rocket league, and they keep adding more and more great content!
------------------------------------
All-in-all, Rocket league is a great game, cannot recommend it enough, and is totally worth even up to a price of $60! 
(Even though I got it for free!)

So have fun in rocket league, work your way to the top, and...
Calculated.
Calculated.
Calculated."
"Markydooda","64 products in account","Posted: September 13, 2016","10 of 12 people (83%) found this review helpful","Recommended","2,258.3 hrs on record","Posted: September 13, 2016
												Sploonies"
"Firewall154 ッ","66 products in account","Posted: December 28, 2015","6 of 7 people (86%) found this review helpful","Recommended","1,574.0 hrs on record","Posted: December 28, 2015
												Very good .. For those who like soccer and cars , this is the game for you , once you get good at it you will never stop playing it .."
"4s*","1,035 products in account","Posted: November 24, 2016","6 of 6 people (100%) found this review helpful","Recommended","376.2 hrs on record","Posted: November 24, 2016
												It's addictive, competetive and fun."
"ℙ𝕊𝕐𝔻𝔼𝕏","2,657 products in account","Posted: April 22, 2016","10 of 15 people (67%) found this review helpful","Recommended","6.1 hrs on record","Posted: April 22, 2016
												It's hella fun!

8/10"
"☁ ℕight ☾loud ღ","380 products in account","Posted: November 24, 2016","9 of 11 people (82%) found this review helpful","Recommended","346.2 hrs on record","Posted: November 24, 2016
												pros 
- Nice graphic
- Nice music in background
- Fun to play alone or with friends
- Fantastic controls
- Car customizations
- Great successor of Supersonic Acrobatic Rocket-Powered Battle-Cars
- Easy to learn
- Enough content

cons
- Ball cam is sometimes anoying
- Flying hard to master
- Sometimes lack of precision"
"alf","293 products in account","Posted: December 29, 2015","5 of 5 people (100%) found this review helpful
2 people found this review funny","Recommended","24.4 hrs on record","Posted: December 29, 2015
												i need loli flags"
"Insane Wizard","516 products in account","Posted: July 18, 2015","1,811 of 2,093 people (87%) found this review helpful
4,383 people found this review funny","Recommended","42.7 hrs on record","Posted: July 18, 2015
												Its like FIFA but instead of scandals it has fun"
"Phoenixon","257 products in account","Posted: July 12, 2015","8 of 10 people (80%) found this review helpful
2 people found this review funny","Recommended","51.0 hrs on record","Posted: July 12, 2015
												It's not often I feel the need to laud praises on a game I buy, but this game is an absolute gem. The graphics are gorgeous, the gameplay is responsive, slick and fast-paced, offering enough diverse actions to keep you entertained for hours. The game smacks of ""Quick to learn, a lifetime to Master"", which is something I absolutely love in games like this.

I've encountered no bugs, no glitches and I can't for the life of me understand how I can get this much fun out of this little money."
"Irishbulletz","186 products in account","Posted: August 12, 2015","4 of 4 people (100%) found this review helpful","Recommended","58.3 hrs on record","Posted: August 12, 2015
												Fast paced football with rocket powered cars, super fun.
Surprisingly high skill ceiling, prepare to get wrecked by players better than you."
"deavonis199","533 products in account","Posted: September 8, 2015","248 of 296 people (84%) found this review helpful
220 people found this review funny","Recommended","15.7 hrs on record","Posted: September 8, 2015
												just so you know this the first review i spent time on

pros:

Many different car choices
Physics are prefect
Variety of different stadiums.
Graphics are colourful and vibrant and in 1080p 
Visual settings include : Anti Aliasing. MSAA, AO, depth, bloom, lights/lens, shadows and blur
Cross Platforming (PC and PS4)
Endless customization (Decals, boost trails, tire/rims,antennas, hats, paint finishes)
Over 10 billion possible combinations 
100% chance of reward when you finish a match
Team balance is mostly moderate
Server connection is fast with low latency, only been in one bad server or two.
Crowd react to ball placement

cons:

You haven't bought this game yet so scroll back up and buy this masterpiece"
"Yesterday's Jam","81 products in account","Posted: March 29, 2016","4 of 4 people (100%) found this review helpful
1 person found this review funny","Recommended","764.7 hrs on record","Posted: March 29, 2016
												Let me start off by sayin:g ""I hate football.""
And end by saying: ""THIS GAME IS NOTHING BUT ADDICTIVE PURE FUN! BUY IT!"""
"PukanTurbo","245 products in account","Posted: March 23, 2016","4 of 4 people (100%) found this review helpful","Recommended","452.1 hrs on record","Posted: March 23, 2016
												Good competitive game with small sessions. Easy to start, hard to master."
"JPRO","63 products in account","Posted: July 27, 2015","10 of 15 people (67%) found this review helpful
4 people found this review funny","Recommended","122.6 hrs on record","Posted: July 27, 2015
												Overall, this game is awesome. Yes, I know that it is $20 but, it's worth it. After 1 game of it, i got hooked. I love the idea of racing and soccer combined. The Graphics are incredible. A cool feature of this is that you can even customize your car with many combinations. Another great thing in this game is the soundtrack. The one downside (doesn't affect me) is that you will most likely need a high end computer to run this game without lag. 

                                                                                      ***Rating***
                                                                                  Graphics: 9.5/10
                                                                                  Gameplay: 10/10
                                                                                      Audio: 9/10
                                                                                Multiplayer: 8.5/10
                                                                                
                                                                                 OVERALL: 9.75/10"
"Joy","701 products in account","Posted: December 2, 2015","4 of 4 people (100%) found this review helpful
2 people found this review funny","Recommended","27.8 hrs on record","Posted: December 2, 2015
												Do a bicycle shot to your own goal. Your teammate will say nothing but ""Nice Shot"".
The most friendly players I ever met in any games. 10/10

Would pay more for more chat command dlc
- You fked up!
- Stop cockblocking my shot!
- Your mom could do better than you! She played with my balls last night.

Seriously though,
- Crossplay support
- Pleasant graphic
- Nothing pay to win, cheap as ♥♥♥ skin only dlc"
"The Guardian ♛","1,468 products in account","Posted: May 3, 2016","83 of 102 people (81%) found this review helpful
6 people found this review funny","Recommended","2,499.9 hrs on record","Posted: May 3, 2016
												ABOUT THE GAME :

Rocket League is a Soccer inspired sports game made by Psyonix. In this game you use a car to hit around a large ball into a goal, pretty much Soccer with cars. 
It might be the best game I've played this year so far.

PRO :
- Great gameplay.
- Very competitive.
- Matchmaking.
- Easy to pick up and a hard way to master.
- Marvelous graphics.
- Tons of customization.
- Cool DLC's.
- Cross-platform.
- Save replays after matches and edit them to your hearts content in the editor.


CON :
- You can unlock a lot of things in such a small time.


Conclusion:
Rocket League is an amazing game!
I highly recommend it ~ 10/10"
"DarkShade™","56 products in account","Posted: September 20, 2016","43 of 61 people (70%) found this review helpful
4 people found this review funny","Recommended","1,149.4 hrs on record","Posted: September 20, 2016
												Super fun to play with friends ! :D"
"Coach Geppetto","185 products in account","Posted: September 11, 2016","4 of 4 people (100%) found this review helpful","Recommended","862.1 hrs on record","Posted: September 11, 2016
												Rocket League is a physics-based vehicular soccer video game developed and published by Psyonix. The game was first released for Microsoft Windows and PlayStation 4 in July 2015, with a version for Xbox One and beta versions for OS X and Linux being released in 2016. A physical retail version for PlayStation 4 and Xbox One began being distributed by 505 Games in June 2016.

This game is really fun, it gives hours of fun with or without your friends, it varies in game modes such as football (soccer) basketball and ice hockey, my personal favourite has got to be soccer, you can spend hours perfecting your touch of the game, by improving ariel strikes, ground striking, goalkeeping, it's endless. It is filled with a great community which can make you a lot of new friends! Once you've gotten better and played a lot at perfecting your touch, you can play more competetive by playing ranked, it's like normal but obviously harder and more competetive. I would definetly recommend this, it has hours of fun, which seems to never end being fun. I would give this a 9/10, it's very fun and I hope to play more."
"Proton","209 products in account","Posted: August 22, 2015","5 of 5 people (100%) found this review helpful","Recommended","29.3 hrs on record","Posted: August 22, 2015
												Great game. Heard about it on the Giant Bombcast.

Very high quality, lots of great gameplay and design decisions. Every match feels unique, and I seem to believe (perhaps wrongfully?) that given enough practice I someday control this crazy vechicle!"
"Jewker (taking break, irl stuff)","47 products in account","Posted: June 5, 2016","344 of 503 people (68%) found this review helpful
756 people found this review funny","Recommended","244.8 hrs on record","Posted: June 5, 2016
												its like skyrim but with plane cars and football but without skyrim

10/10"
"The Mighty Chihuahua","1,454 products in account","Posted: February 20","61 of 74 people (82%) found this review helpful
8 people found this review funny","Recommended","161.4 hrs on record","Posted: February 20
												Rocket League, the One More Game simulator.

Rocket League is a really fun game for people of all ages and skill-levels.
The only downside is that you will play at least ten more games if you have decided to only play one before going to bed.
The community is pretty toxic, but luckily it's not that hard to just not pay attention to the chat.
The replay value is really high, especially because there are alot of different gamemodes and maps.
You will always try to improve yourself, and you will notice yourself getting better when times moves on, especially when you learn how to fly. Easy to learn, hard to master!

Highly recommened!

Graphics: 8,5/10
Replay value: 9,5/10
gameplay fun: 9/10
optimalization: 9,5/10
audio: 7,5/10
Community: 6,5/10
price/worth: 10/10

Total: 9,3"
"supernaut","273 products in account","Posted: February 26","26 of 35 people (74%) found this review helpful
2 people found this review funny","Recommended","283.3 hrs on record","Posted: February 26
									Product received for free

												After 250 hours...
Rocket League is a multiplayer game of angles and timing. The only difference here is that you use a car to hit a ball. Playing for a long time doesn't guarantee you becoming skilled, but you'll have a solid base and hopefully don't repeat the same mistakes you made when you first started playing it. Most people will let you know about it, using chat commands sarcastically or call you whatever swear words you can think of. I don't want people to be put off by this, cos it's something you can expect from any multiplayer game, but since the teams are smaller than in FPS games, you get a bigger whiff of the hatred thrown in your direction and the guilt from making a mistake is higher, cos most games are 2v2 or 3v3. Therefore your teammates also have a lower tolerance for mistakes, so get used to losing a teammate when you mess up, even with them risking a time penalty in competitive mode. 1v3 or 2v3 matches can build character or completely throw you off your game, but that's all that Rocket League has ever been, a game of skill, not a cutesy football game with cars.

Recently they added a custom training mode, which was long overdue, cos personally I lack the imagination to grow as a player, so I need these new tutorials to get a sense of how all these tricks work and there's a lot of them. A few hundred hours ago I thought once I master aerials I will be set, but consistently executing well-timed aerials is the bare minimum of Rocket League and I can't even manage that most of the time. I swear I'm still making the same mistakes I made when I first started, cos one thing, I'm so used to using ball cam that I'm often missing shots on the ground and in the air as well. In a way, I've painted myself to a corner and I'm stuck in a limbo of ascending and descending between Prospect I and II in Solo Standard. I've actually regressed in my playstyle and stopped taking risks, which freezes your judgement and makes you prone to even more mistakes. No matter how much hatred or disappointment is expressed at your expense, never forget that the real goal here is to have fun.

All this depressing stuff aside, Rocket League is incredibly fun, otherwise I wouldn't still be playing it. You always want to get better at it. If it weren't for the incredibly responsive and accurate controls, this would not have been the success that it is. Being focused enough to anticipate every move, the trajectory of the ball and to perfectly time your shot is the entire game."
"Disciple","204 products in account","Posted: November 29, 2016","4 of 4 people (100%) found this review helpful","Recommended","191.3 hrs on record","Posted: November 29, 2016
												Good challenging game to play with friends."
"Sławetny Watażka","386 products in account","Posted: July 19, 2015","6 of 7 people (86%) found this review helpful","Recommended","149.4 hrs on record","Posted: July 19, 2015
												Rocket League is, as description claims, a sequel to a PS3 game with an overly complicated title that probably contributed to the fact that not many people have heard about it. Neither have I, so when I watched a video of Supersonic Acrobatic Rocket-Powered Battle-Cars, I was surprised to learn that Psyonix basically got the whole formula down with their first attempt; mechanics have hardly changed since the first entry into what might be now considered a sort of a franchise. 

That Rocket League is now enjoying far more success than its predecessor is very clear. Some of it may be down to the good timing since it doesn't have to compete with any AAA behemoth, some to PS+ free release and its very important strength: it is highly watchable and thus enjoyed free promotion from streamers and youtube personalities. But it doesn't fully explain the explosion of entusiasm it garnered. 

I think the main reason is that it's almost a perfect execution of its idea. It's addictive, but demanding. Fun from the getgo, but surprisingly deep in terms of its mechanics. If you have all these elements and add polish the result is an extremely engrossing competitive online game. 
You start off by simply attempting to hit a ball, preferably in the direction of the enemy's goal, but in the beginning every hit feels like a success. As you learn to have more control over the car, which thanks to the tactile responsiveness of controls happens at a rather quick pace, you find yourself mixing in more advanced techniques to gain the edge over the enemy. Occasionally you will manage to pull off an impressive move and you will want that to make this a norm. Once you get your technique down to an acceptable level it's no longer enough: you need to ""read the pitch"", predict your opponents' moves, cooperate with your teammates (or not, if you choose to play only 1v1 which you're entirely free to do!). 

This aspect of the game is hard to overstate.  Playing Rocket League constantly demands and leaves room for improvement, both individual and team-based and given that player base is currently huge and matchmaking great, you're going to matched against players just right for you. 
 There is always one caveat that applies to every online game in existence: your mileage may vary. If you're unlucky, you may very well have unpleasant experience with it. You might end up with a series of online problems or bugs. You might very well not be so drawn in by the mechanics or be in the minority of people this game doesn't resonate with. But I say: buy. It's unlikely any of it will apply to you, and if the price is the only source of doubt for you, wait for the first sale and get it then, though in my opinion it's well worth the price of admission."
"Joe Beezy","34 products in account","Posted: July 25, 2015","4 of 4 people (100%) found this review helpful","Recommended","1,343.7 hrs on record","Posted: July 25, 2015
												WOOOOO! Buy this game! NOW! What are you waiting for?? Screw a sale! it's $20! So very worth it!

I don't normally use an exclamation point after every sentence, but in this case, I WILL!!!

Thank you Angry Joe! So glad I follow all of his episodes at times like this! :D

Original and ridiculously fun. Just the fact that it's original says a lot. Trying to be original these days is basically impossible, but here it is, in all its glory.

Cars + Soccer = I didn't realize I liked soccer till now!

9/10 - RECOMMENDED!


	
	
		YouTube™ Video: Rocket League Angry Review 
		
			Views: 1,580,334		
		
			AngryJoe and OtherJoe Review Rocket League and find out that the game is definitely better and safer than playing in real life!"
"Mardo, the Unicorn Hunter","1,007 products in account","Posted: January 30, 2016","8 of 11 people (73%) found this review helpful
1 person found this review funny","Recommended","179.3 hrs on record","Posted: January 30, 2016
												Public Review on behalf of the Opium Pulses Steam group
Few words about the game

Recently bought this game with few of my friends and we became addicted to it. You will have really nice time playing it, with your friends or without them as people are quite nice in matchmaking. Good and simple action packed game. Movement is quite simple but really takes alot of time to perfectly master it. This game have everything you need to relieve from CS:GO rage.

Advantages
 - Game handles very well, doesn't matter if you play on keyboard or controller
 - Matchmaking is good and quick
 - AMAZING soundtrack
 - Suprisingly good graphics
 - Takes time to master ""movement"" what makes you want to play more to be better at itDisadvantages
 - Playing against bots is pointless, you could aswell take an empty court
 - From time to time there are little troubles with connection
 - Really, like... REALLY addictive
If you find my review helpful or funny be sure to follow Opium Pulses curator page right here for more reviewed games!"
"Rupbio","201 products in account","Posted: July 31, 2015","217 of 361 people (60%) found this review helpful
790 people found this review funny","Recommended","596.7 hrs on record","Posted: July 31, 2015
												Mildly entertaining for couple of hours."
"Lady Zana ♕","492 products in account","Posted: July 26, 2015","20 of 26 people (77%) found this review helpful
4 people found this review funny","Recommended","614.4 hrs on record","Posted: July 26, 2015
												Corner♥♥♥♥ing simulator 2015 for sure

Rocket League review
I don't really enjoy playing football/racing games (or just any sports game in general), but for some reason when you blend the two together, you get a really fun game! I've honestly been doubtful to get this one, but don't have any regrets buying it - not even after playing it on and off for a good year.

After first being introduced to it by watching E3, I told myself to keep this game in mind because I might want to buy it sometime in the (distant) future. A little bit later, checking out some twitch as usual, this game was just everywhere. So I watched some streams and I thoroughly enjoyed them. Much more than I had anticipated. So eventually I decided to just buy this game and give it a go. I have to say it's been long since I bought a game at full price, but it has been totally worth it. 

What I like

+ Gameplay is VERY enjoyable: intense, hilarious, chaotic and rageworthy
+ Easy to learn, hard to master
+ Tutorial + training areas!
+ Matches are short (5 minutes), making it ideal for casual players also
+ You don't need friends for this game, however I do recommend playing with them
+ AI (computer controlled) cars are pretty decent
+ Car customization!
+ Game looks gorgeous
+ Some nice catchy tunes that totally get you into the mood for some intense Racing/football
+ It's best played with a controller, but mouse and keyboard do work fine too
+ Price tag is about right

What I don't like

- Fairly toxic community at times (hence why I recommend to play with friends)
- AI cars (not always so decent)

Conclusion

Overhyped? Maybe, but all in all, a very enjoyable game. Whether you just want a quick 20 min break or a long 3- hour session, it's all up to you. One thing is for sure: you'll have fun. That is, if you don't take the game too seriously."
"te5kan","661 products in account","Posted: October 28, 2015","2,461 of 2,787 people (88%) found this review helpful
2,411 people found this review funny","Recommended","31.0 hrs on record","Posted: October 28, 2015
												I hate sports games.
I hate cars.
I hate football/soccer.
I'm in love with Rocket League.
10/10"
"Will Hunting","670 products in account","Posted: October 7, 2015","76 of 92 people (83%) found this review helpful
121 people found this review funny","Recommended","44.2 hrs on record","Posted: October 7, 2015
												Rocket League makes you forget that there are no actual rockets in the game

10/10"
"L3m0nT3A","1,348 products in account","Posted: December 30, 2015","4 of 4 people (100%) found this review helpful","Recommended","17.9 hrs on record","Posted: December 30, 2015
												Just bought the game due to winter sales. To be honest i never thought it would be so fun at first as i'm not a fans on either football or cars. This game is addictively fun and also the gameplay and movement are very smooth. The players were rather polite and friendly too. It would be greater if play with bunch of friends."
"deavonis199","533 products in account","Posted: September 8, 2015","248 of 296 people (84%) found this review helpful
220 people found this review funny","Recommended","15.7 hrs on record","Posted: September 8, 2015
												just so you know this the first review i spent time on

pros:

Many different car choices
Physics are prefect
Variety of different stadiums.
Graphics are colourful and vibrant and in 1080p 
Visual settings include : Anti Aliasing. MSAA, AO, depth, bloom, lights/lens, shadows and blur
Cross Platforming (PC and PS4)
Endless customization (Decals, boost trails, tire/rims,antennas, hats, paint finishes)
Over 10 billion possible combinations 
100% chance of reward when you finish a match
Team balance is mostly moderate
Server connection is fast with low latency, only been in one bad server or two.
Crowd react to ball placement

cons:

You haven't bought this game yet so scroll back up and buy this masterpiece"
"ezwip","720 products in account","Posted: October 22, 2015","646 of 710 people (91%) found this review helpful
219 people found this review funny","Recommended","31.4 hrs on record","Posted: October 22, 2015
												This is the game that you play when you aren't sure what you want to play."
"Psyonix-Adam","1 product in account","Posted: July 8, 2015","73 of 123 people (59%) found this review helpful
25 people found this review funny","Recommended","653.4 hrs on record","Posted: July 8, 2015
												BEST GAME EVER"
