username,products,date,helpfulness,recommendation,hours_played,body
"DrWard","283 products in account","Posted: July 25, 2016","17 of 19 people (89%) found this review helpful
19 people found this review funny","Recommended","8.4 hrs on record","Posted: July 25, 2016
												Me and my buddy got a dog named easton by giving him food.
We sent him to the camp of some strangers to look cute and make sure we would get in, but he farted everywhere and got us kicked out.
After a few other adventures, he went crazy, killed my buddy, and ran away in the woods because he was ashamed killing his friend.
I miss him."
"RabidUrko","416 products in account","Posted: July 22, 2016","4 of 8 people (50%) found this review helpful
1 person found this review funny","Recommended","9.8 hrs on record","Posted: July 22, 2016
												Awesome zombie roadtrip/survival RPG game.
Great artwork, music and sound effects.

The game really has style and a unique flavour of its own.

Much of the trailer video is later on in the game and it starts off mellow and cranks up, which i was glad about.
I thought you were thrown in straight away with 500 odd zombie on you lol.

Random generated worlds each playthrough makes for unlimited replayability."
"dani","1,237 products in account","Posted: August 27, 2016","1 person found this review helpful","Recommended","30.8 hrs on record","Posted: August 27, 2016
												This is.. the pixel art zombie game of the year. I am sorry zombie night terror fans but this is amazing fun ! I thought i will not like the lack of mouse in combat but.. its fun ! Very very addictive game !


	
	
		YouTube™ Video: Încercăm jocul Death Road to Canada ! 
		
			Views: 16		
		
			Încercăm jocul Death Road to Canada ! Jocul pe Steam ► http://goo.gl/mNi3U3 Jocul pe Humble Bundle ► http://goo.gl/gTh1tr Abonați-vă (click pe butonul de Subscribe) dacă vreți să ne distrăm în..."
"D U C C","95 products in account","Posted: July 26, 2016","0 of 1 people (0%) found this review helpful
2 people found this review funny","Recommended","5.2 hrs on record","Posted: July 26, 2016
												Entire team died whilst attempting to hit zombies with golf balls

10/10 best game"
"ijiero","162 products in account","Posted: July 24, 2016","4 of 6 people (67%) found this review helpful
3 people found this review funny","Recommended","19.3 hrs on record","Posted: July 24, 2016
												So you think you can make it to Canada eh? Think you're high and mighty, capable of waltzing through the undead hordes with both skill and style? Well how about you COOL IT! and take a seat right there, cause getting to Canada ain't no picnic!

I've tried reaching Canada several times now; some tries more successful than others. From times where there was plenty of food, but where health slowly ticked away after every encounter. To times where I had plenty of health yet my group slowly died of hunger.

No this ain't Canada, it's the US of A; where the zombie virus affect both man and machine. Because cars seem to fail after ten miles and aluminum bats SNAP! at the speed of sound. As if God himself stacked the odds against you! And I'm not even mentioning the SIEGE!s.

Don't be fooled, this is a hard game, and when you play it long enough you will become familiar with these two words: Dang it!

Pros:
-Highly enjoyable if you have a slightly wacky (and maybe even macabre) sense of humor.
-Plain old enjoyable if you don't.
-Quite hard, (though at times luck based.)
-Very active devs, seriously. (As of writing; working actively to fix some bugs that snuck in release)

Cons:
-(Quite hard, though) at times luck based.
-Some weaponry breaks way too fast/randomly. In one of my new games; a character broke their starting weapon after one hit.

In short:
Personally love it; would get into a car made of aluminum foil, tell random people to COOL IT!, and get eaten while trying to drive to Canada again."
"dannyapproves","191 products in account","Posted: August 30, 2016","20 of 26 people (77%) found this review helpful
25 people found this review funny","Recommended","18.2 hrs on record","Posted: August 30, 2016
												I usually don't write reviews, but this game is different.

-be me
-someone tells me to buy this game
-manage to find 20 bucks lying around somewhere
-kcool
-start playing, expecting to play for 30 minutes
-end up playing for 7 hours more than you intended to
-day's almost over
-go and do something else
-immediately go back to playing it
-can't stop won't stop don't want to stop
-two days pass
-still can't stop playing
-GOTTA MAKE IT TO CANADA
-looting a town
-drive away in a new car you found 
-demon pops out of the floorboards
-proceeds to ask if you have any pizza
-damn
-offer him some chips
-thank god they're pizza flavoured
-he seems satisfied
-asks who you want to sacrifice
-without hesitation choose the newest person
-demon gives you big stat boost
-ohgodhelp
-call amberlamps I can't stop playing

10/10 best Oregon Trail esque game I have played in ages. Extremely addictive, Extremely fun."
"ieeeee414","166 products in account","Posted: July 24, 2016","4 of 7 people (57%) found this review helpful","Recommended","3.4 hrs on record","Posted: July 24, 2016
												NICE MUSIC. (Attractive and brainwashing like gangnam style)
Sometimes you find the sense of humor.
Overally speaking, it is a great game."
"Dr Ethan","138 products in account","Posted: January 1","1 person found this review helpful","Recommended","16.7 hrs on record","Posted: January 1
												Death Road to canada, a very hard yet enjoyable game. Hard because of how one second you have a full team where everyone is super good, but then when you get to a trader camp, have no food left, so then you steal some food from a trader, and then the whole camp kills everyone except your weak healer ;-;. Enjoyable because you could come a cross a very free horse man..... who cant wield any wepons so when your whole team dies excpet for him you basically are dead, which goes back to the hard thing XD. but there is a lot of replayability because of how everyone you meat on the road has random stats. There was this one time when i had a dog (o btw the dogs can talk and carry wepons XD) and she found a empty mascot suit that came to life and yelled ""I HATE MONDAYS!"", so then we did anything that a normal human would do, we recruted him to our group. But then things went wrong, one day while we were driving the suit just yell ""I HATE MONDAYS!"" and then he said ""AND TODAY IS A MONDAY"". then he teleported us all into a seige in a random set of woods and 2 of my people died, including my dog ;-;(just kidding it deserved it she was a jerk >:( ). so ya that is how i lost that game. But back to the actual review even with all of this fun stuff that i just talked about there are some cons one being the multiplayer, the second player has to each and everytime you go somewhere select the charrecter they want to play and join the fight which is realy tedious. Secondly the second player cannot go through doors which means, the first player has the infamous main charrecter deseas (but to a lower extent because they can die and the story goes on), this makes going through a house really annoying because the first player has to do everything. All in all this is a great game and i recomend it. And also the naked horse man is the most majestic thing i have seen in my life. :3"
"COOK LASAGNE","42 products in account","Posted: July 25, 2016","89 of 165 people (54%) found this review helpful
8 people found this review funny","Not Recommended","56.8 hrs on record","Posted: July 25, 2016
												Got it as a gift from a friend. Cute game, lots of really cute and good ideas, but the gameplay is so frustratingly simple and the rng is stacked against you that it just becomes a slog to play through. You could be having a great time and then suddenly it throws at you a 2 hour long (ingame) seige with the worst settings, trapping you inside a tiny room with hundreds of zombies you can't do anything about. There is literally nothing you can do other than die in most cases. You can't even aim with your guns properly, even if your stats are high with it, because of the way the controls work. The game also goes for way too long for one default run so you'll be sitting there bashing your keyboard/game controller trying to start your car until your hands cramp.

I wouldn't recommend it personally, but can definitely see the appeal and you may get more mileage out of it than I did."
"erebusparcae","202 products in account","Posted: January 12","0 of 1 people (0%) found this review helpful","Recommended","12.1 hrs on record","Posted: January 12
												Picked up some random Chocolate on the road, gave it to the dog (forgot he was  a dog)
dog dies..
gets mauled by irritated zombie horde... 
would play again.. :D"
"Octavia Melody","218 products in account","Posted: October 24, 2016","2 of 3 people (67%) found this review helpful
4 people found this review funny","Recommended","17.0 hrs on record","Posted: October 24, 2016
												>Keemstar and Filthy Frank drive up the Pan-American Highway to reach Canada
>Along the way, they encounter a trading center
>They stop and pull over to see what they can find
>A man is selling anime for 7 food per person
>Keemstar decks the man in the face while Filthy Frank robs him of his Otaku Katanas
>They immediately run back to their car, laughing, and drive away
>Both character's morale improves as they spend the rest of the day laughing about the event

I never thought I'd ever live long enough to see such a masterpiece of a game."
"dollmanc","35 products in account","Posted: December 2, 2016","3 of 4 people (75%) found this review helpful","Recommended","18.9 hrs on record","Posted: December 2, 2016
												This earns a seat next other magnificent indie retro games like ""Party Hard"" and ""Rouge Legacy"". But in a lot of ways this is technically better then both. Having multiple modes to choose from to fit your play style or your time frame and even for your experience. Adding in a reasonable character customization that can tailor your leader/potential traveling company personality and look. You can make any one from a basic solder to a YouTube celebrity like Jim Sterling. The coolest feature is one that we are starting to see less and less of in the AAA gaming industry, couch co-op. My only gripe is that it could use some mod support for players to add to this already incredible game.

I play consoles more often than not. But when I get that retro, nostalgia itch or an experience that I just can’t find on consoles, I go to steam. And my goodness this's a treasure. I give this a 9/10.

A most have on Steam."
"Step-Hen","27 products in account","Posted: February 23","6 of 9 people (67%) found this review helpful
1 person found this review funny","Recommended","14.0 hrs on record","Posted: February 23
												Death road to Canada is such a fantastic game and it has so many hilarious and surprising moments. The Goal of this game is to get to Canada while driving with a bunch of jerks and trying
to keep your face from being eaten off ;) .Since this game is pretty difficult and will probably take a few tries before you get to Canada, but when you do, it is so satisfying. Probably the most satsifying thing that i have ever done (now that i think about it, that sounds really sad). Overall its a really fun game and had some good laughs. Highly recommend getting this game. :)

Pros:
-Fun gameplay
-Different modes to keep things intresting
-As tough as old boots
-Great music
-The pixel art style is amazing (love all the small details)
-Lots of trial and error
-pretty good character customisation

Cons:
-Sometimes it can be a bit unfair

10/10 would play this again
and again
and again
:P"
"rjderouin","148 products in account","Posted: September 8, 2016","0 of 1 people (0%) found this review helpful","Recommended","1.6 hrs on record","Posted: September 8, 2016
												Awesome, tons of fun, would recommend."
"Mushroom3D","122 products in account","Posted: September 25, 2016","2 of 3 people (67%) found this review helpful
3 people found this review funny","Recommended","71.3 hrs on record","Posted: September 25, 2016
												 On the Death Road, Casey the Surgeon and Spelunky Guy the Explorer were traveling in their car they had obtained after helping an alien fight a siege of zombies.

Along with their Bodybuilder friend, they travel along almost reaching New York. Until they are stopped after they learn the D*A*N*G*E*R   R*A*N*G*E*R*S, and the unfortunate situation they had gotten themselves into to.

After saving them and being blessed by Blue's pep talk, Green's swole tips, Orange's fitness training, and Pink healing wisdom; they found Vinny from Vinesauce, along with a gnome they found on the side of the road.

In a unfortunate siege, Bodybuilder, Vinny, and Gnome all bit the dust.

Without Spelunky Guy, which they booted out earlier, Casey traveled along the edge of New York almost to the border of Canada...

With chainsaw, pistol, and hatchet in hand; she prepared for the next 4 hour siege that would decide her fate...

Until she got stung and killed by a bee which flew into the car, after telling the bee, her final last words...










COOL IT!!!"
"Nyehh","15 products in account","Posted: 27 December, 2016","62 of 64 people (97%) found this review helpful
1 person found this review funny","Recommended","19.5 hrs on record","Posted: 27 December, 2016
												This game is one of the most fantastic games I have ever had the honour of playing.
             I first heard of this game via YouTube, on a channel called ""PBGGameplays"". I have wanted ever since, I believe it was ~3-ish months ago, and I had been meaning to get it for a while.

And then I did get it.

And it was even better than I had expected it to be.

             It is very replayable, due to the randomized everthing, and the sheer difficulty of it all. I have tried many times, (to seemingly no avail), to reach Caanada, but it is very difficult. Oh, that doesn't make it bad. It's not impossible; I know that, and I have gotten so close to victory once or twice before.
             The controls are great too. From someone who has no usb-connected controllers, even the keyboard is great to use. The local multiplayer is fun, and it's quite easy to play using only one keyboard. I can see it working with three, maybe four players. 
             This game is chalk-full of quirky jokes and clever references. It jokes around quite a bit, but knows when it's time to kick some serious zomble @ss. From the awesome car prompts, (such as ""Let's boogie!"" or ""Hit it!"") which, honestly aren't necessarily even jokes, just completely awesome, to the Buttsville police departments, this game is made of the essence of fun. 
              I love the style of it all, and the (I think) 32-bit graphics. And the music. Ooooh the music. I love it. I love all of the music. All of it. It's the kind of music that makes you want to get up and dance the zomble-filled night away. Well done.

               Anyways, this game is just awesome, great job to the dev(s) who made it. If I were to rate this game with a number, it would have to be an absolute ten... out of five. I absolutely love this game,.

                                                                               That is all."
"Robot Devil","93 products in account","Posted: January 9","1 person found this review helpful
1 person found this review funny","Recommended","14.6 hrs on record","Posted: January 9
												I had a nice long review and then steam deleted it so im just going to say its a good game."
"Garce","100 products in account","Posted: January 24","37 of 45 people (82%) found this review helpful
13 people found this review funny","Recommended","34.8 hrs on record","Posted: January 24
												Great game - and I do not even like zombies. Come, my American friends! Join me here in Canada! I have lost too many friends and family members to Florida - do not add yourself to that terrible toll!

After almost 30 hours, I have not yet made it to Canada (Yes, there is quite a bit of RNG involved in this game - some of it ironic, most of it malicious, a lot of it intentional) but I do not care because the game is AMAZING! And I already live in Canada IRL.

10/10 will recreate my friends just to watch them die again. And again. And again."
"Tsar Andrei","78 products in account","Posted: November 19, 2016","10 of 13 people (77%) found this review helpful
26 people found this review funny","Recommended","24.7 hrs on record","Posted: November 19, 2016
												>Start game with paranoid mechanic and car nut surgeon
>Raid yall-mart, get food and gas
>uneventful few days
>Surgeon dies, paranoid guy (me) uses as distraction and escapes
>Guy with horns shouts at me
>I offer him a bag of chips
>He spits pixie dust on me
>My skin is red and I get a Devil spear
>Keep driving, confused
>Run into crashed UFO where there is a CIA agent and an alien
>CIA agent gets killed by zombies, he isn't getting that raise.
>Aliens must taste good, Alien is devoured
>I poke zombies with my fork
>that fork is really poweful
>I make it to canda's border
>Make it to other side
>Nobody notices I am the devil
>Profit
10/10 would inhale pixie dust again"
"HD_Harold","39 products in account","Posted: July 28, 2016","2 of 2 people (100%) found this review helpful","Recommended","22.4 hrs on record","Posted: July 28, 2016
												I just came out of my best run at this game yet. Me and my motley crew had a hybrid which took us up to 7 days out from Canada. Sadly we broke down and while walking in the woods we stumbled across an alien. And his alien car! With the promise of getting this car after the seige we fought. My team scraped through and once we had been told how to open the car we fought through uncountable waves of undead to reach this strange, grey vehicle. We leapt in and slammed the doors, revving the engine, preparing to shoot off into the sunset. Then the car exploded and we both died. 
This game is amazing. The style is really fun, the music is quirky and charming and the humor is on point. Definately worth the £10!"
"san tropez","23 products in account","Posted: November 1, 2016","1 person found this review helpful
2 people found this review funny","Recommended","15.1 hrs on record","Posted: November 1, 2016
												it great"
"ladykaiserin","10 products in account","Posted: November 12, 2016","0 of 1 people (0%) found this review helpful","Recommended","112.6 hrs on record","Posted: November 12, 2016
												Watched peanutbutter gamer, space hamster (pb&jeff) and Projared play this game and had to try it out.
I love the art style and unsubtle referential humour.
The sequence of events is in constant flux and all character perks feel useful in at least some situations.
Great co-op gameplay for two people and I feel like it could be ported to console for 4 player couch co-op (something lacking in todays market)

Would recommend to people who like to laugh and experience those moments of terror when you're surrounded on all sides, your out of bullets and that 2x4 just broke as you're friend was devoured before your eyes....

Ware the tree ...."
"(Blank *******er) DynamicFlight","64 products in account","Posted: January 23","7 of 9 people (78%) found this review helpful
4 people found this review funny","Recommended","10.1 hrs on record","Posted: January 23
												Great Game, My Experience Was: get a chick named Dung, get another chick whoms name I forget, find a dude named neil, run in a sewer with all 3 without me killing a single zombie, try to bargain with bandits and make a distraction, Dung joins the bandits attacking 2 others and ditches us, i find freaking Gordon Freeman himself (Or Gordo according to the game.), he dies, we find a camp with a goat named jocellyn, recruit the goat, the CWNIF dies with Gordo's stuff, i transport the items with the goat back to the car, we go to a deadly yall-mart, Neil dies while trying to leave and leaving jocellyn to drive the 
car, jocellyn drives away, game over because aparently goats can't drive and jocellyn lost interest going to canada.                   
10/10 would let goat drive again"
"thomaskopv","184 products in account","Posted: August 18, 2016","9 of 9 people (100%) found this review helpful","Recommended","14.1 hrs on record","Posted: August 18, 2016
												This game is so much fun but it  could be like 50 % better if it hadnt such devestating RNG ...... i had 2 survivors with maxed out mechanic skill and i repaired my car 2 times with no problems. i was 2 driving days away from canada and i wanted to loot 1 final building. when i arrive at the mission, all my characters get out of the car when suddenly, completely out of nowhere, my car explodes !!! the explosion killed 3 out of 4 survivors leaving the leader in a humongous group of zombies with only a sledgehammer and a rifle (sledgehammer is one of the slowest weapons in the game and the rifle i had was a not auto at all ....). you can probably make out what happened next.... I got killed in seconds and i had 0 chance of getting out ! I can deal with randomness to a certain degree but when i have a perfect run and my almost guaranteed win gets taken away by something so ridiculous, i just cant take it serious anymore ! but all rng besides, i really enjoy the game and its pretty easy to spend hours on it. also you can make your own characters ( the left 4 dead crews fit perfectly) and meet them on the Death Road to Canada !"
"creeperCarole","208 products in account","Posted: August 9, 2016","13 of 15 people (87%) found this review helpful
19 people found this review funny","Recommended","10.6 hrs on record","Posted: August 9, 2016
												Ok, so I've played Death Road to Canada for several runs now... I've never made it to Canada. My teams are intensely dysfunctional. Especially since I'm playing my family. It's amazing how many times I've cut and run and left my husband as bait...

This game is just too weird and funny. I still don't know what happens if I wrestle a moose. I'm too scared!"
"hᴇmᴏg","113 products in account","Posted: February 22","51 of 61 people (84%) found this review helpful
35 people found this review funny","Recommended","126.7 hrs on record","Posted: February 22
												My group of ragtag misfits had made it all the way to Canadian border until the party's bruiser had gotten the smart idea to throw molotovs at the approaching wall of zombies.  Shortly after this he realized his mistake as the conflagrating waves of undead set fire to not only himself but his other friends, including a luchador who spent his last breath piledriving a zombie into the hostile crowds.  

As all four friends lay burning in the snow like the Earth immolating at the edge of a supernova, their last sight on this cursed world was that of a giant mech dressed as a Canadian Mountie singing, ""O' Canada"""
"JuicyPaul The Man of 409+ STDS","64 products in account","Posted: September 6, 2016","0 of 1 people (0%) found this review helpful","Recommended","9.8 hrs on record","Posted: September 6, 2016
												Pretty funny game EH"
"laney pierce","87 products in account","Posted: July 23, 2016","5 of 7 people (71%) found this review helpful
2 people found this review funny","Recommended","26.4 hrs on record","Posted: July 23, 2016
												I have waited for this game for about three years, and let me tell you that it has not disappointed me one bit. From meeting the main character of Don't Sh*t Yourself to having a car full of dogs (and when one was left it drove along the road), I can absoluely recommend this game to anyone that likes randomly generated dungeon crawler-esque games.
PS. You can always trust dogs. Unless they wear trench coats."
"Master_Slater_Guy","228 products in account","Posted: July 28, 2016","1 person found this review helpful
1 person found this review funny","Recommended","4.2 hrs on record","Posted: July 28, 2016
												its pretty fun"
"Ryan Dorkoski","1,051 products in account","Posted: July 23, 2016","50 of 56 people (89%) found this review helpful
2 people found this review funny","Recommended","8.9 hrs on record","Posted: July 23, 2016
												Wow what a ride!!

Death Road to Canada is a real riot. I played local co-op with my wife and we both had a lot of fun! Very humorous Oregon Trail style game blended with some hack-n-slash action, with a bit of randomness thrown in for good measure.

Essentially, you are managing a group as they try to go from Florida to Canada. You manage supplies such as fuel, food, and different melee weapons and guns. There are choose-your-own-path events that pop up frequently. You sometimes will die VERY quickly from a random event, but its all good. The storyline is created as you go, and seems really great with each run.

Definately one of the highlights in this game is the ability to create custom characters, and save them so they pop up on future runs. I play myself, and my wife plays her in-game self. We put our friends in there. We choose their skill sets and how they look. It really makes the 'story' aspect so much more great.

Pros:
+Great blend of Oregon Trail and hack-n-slash gameplay
+Controller support makes this great to play from the couch
+The humor is spot-on and makes for really funny storylines that definately feel very unique each time you play
+The ability to create and save custom characters is awesome
+RPG-esque leveling up of skills really adds a layer of strategy

Cons:
-The music is pretty good, but is a bit 'lite' or 'wonky' for the game (this is hard to describe)
-I don't know if its just us, but the controller is a bit awkward in the menus (not during gameplay, though) - it feels like it is cutting out, but it is definately not a battery thing or connection since I checked
-You will have a few random deaths that feel cheap, but really its all fun and gave us good laughs

Definately an outstanding local co-op game. It is still fun single-player, but shines when playing with a friend. Overall, I could see us getting a lot of hours out of this one."
"Twix the Christmas Fox","443 products in account","Posted: December 8, 2016","2 of 3 people (67%) found this review helpful","Recommended","34.2 hrs on record","Posted: December 8, 2016
												ROADTRIIIIIIIIIIIIP!

EVERYONE NEEDS THIS GAME

Seriously though I have no idea why this isn't a more popular game, it's so amazing, it's one of the best roguelites I've played to this day. Comedy, difficulty, amazing music, and everything else. This game is a game I can see myself sinking multiple hours into, I have 10.5 hours into it already and I only bought it like 5 days ago, not much until you realize I've only spent like the last 2 of those 5 days playing games, and I was still busy as hell. This game really really needs to be noticed more, because it's an absolute gem amongst indie games.

Oh, and also always remember, cool it."
"Warwick J.","4,671 products in account","Posted: 1 August, 2016","48 of 51 people (94%) found this review helpful
6 people found this review funny","Recommended","10.0 hrs on record","Posted: 1 August, 2016
												What is Death Road to Canada?
Death Road to Canada is as the developers succinctly describe it in the Steam description, a 'randomly generated road trip simulator.' The game would also be considered to be a randomly generated zombie killing machine. The aim of the game is to lead you and acquaintances you meet along the way from Florida to Canada. This is because you have heard that Canada has been spared from the zombie apocalypse. However, as they say its the journey and not the destination that is the aim of the game.

Before I Begin
I have had a great time reading many of the reviews that have been contributed to Steam. This is the perfect game for sharing individual experiences. As a result, I can see fan fiction becoming an enormous part of the game's community. Therefore, kudos for this not only goes to the community members for creating this wonderful content but also to the developers for designing a game perfect and worthy of it. It is truly a testimony to the quality of the final product.

Learn As You Go
The tutorial teaches you the bare minimum. For some this may be a concern but it shouldn't be. I have found that some of the best games only teach the basic mechanics needed to play. The rest is left to the player experience. If you put the time into the game you will continue to learn each time you play. This is a very good thing. This is because some of the tricks I have learned wouldn't have meant as much had they been in the tutorial and had I not learned them by myself. Some of the magic of the playing is in the learning. Therefore, the game demands that you learn more as you progress. Consequently, you may die a few times but you need to mark these down as learning experiences.

Challenging...
To continue with the 'learning as you go' mantra of the game it must be acknowledged that it is very challenging. For starters, the zombie AI - as stupid as zombies may seem - can be quite tough. They can swarm and they can, and will, overwhelm you. Therefore you must remain alert and vigilant at all times. You must consider if you are outnumbered and if so what your best avenue of self defense and preservation is.

Weapons can and do break. You will run out of ammunition. However, you can hold multiple weapons at any one time. It is best policy to remember the strengths and weaknesses of your characters. This is most noteworthy because the weapons that you choose to wield - when you find them - can make the game easier. There's nothing better than having the ability to go to town against a swarm and defeating them all.

If there is one potential weakness of the game its in the fact that the difficulty can spike unpredictably. However, there is a valid argument that this adds realism to the game. There is never going to be any scenario that is exactly as it seems. Swarms can occur at random intervals. As a result of this randomness some of these spikes can lead to frustrating deaths.

... To the point of being Unforgiving
Generally, the game is unforgiving. Once you screw up there is very little chance for your survival. As a result of this the game is definitely one that has the potential to induce rage. An example of this rage came in my second unsuccessful attempt. I had successfully cleared a building and wanted to move on with the game. Therefore, I raced outside with my trio of seemingly hardened warriors into a swarm of the undead. I jumped in my car but of course I couldn't drive away because the vehicle was swarmed. They not only damaged the vehicle but proceeded to annihilate all of us. I could do nothing but watch in sheer terror.

Randomly Generated Adventuring
One of the best features of the game is the way in which it is randomly generated. Stories and settings for individual segments of the game are randomly generated. However, they are based somewhat from the options you are provided with.

In one of my segments I visited a city and was given the choice of whether or not I wanted to visit a sports store or a house with a HELP sign. As this was early on in the game and I was only with my initial buddy I chose to go to the HELP house. I took my chances that the house would have somebody still alive that would be willing to join my team. Although I bet the sports store probably had a nicer selection of weapons and equipment that I could pick up. This strategy was of the hope that the numbers game would help more than a randomized weapon. I was proven to be correct. I acquired the extra party member and was able to adventure on.

In conclusion, the events are random. This is especially relevant considering the entirety of the game is played out within these little settings. However, it leads me to the next segment of the game that is worth noting and that is the game's buddy system.

The Buddy System
This is one of my favorite features in the game. Hidden within the fun thrilled violence is a message about camraderie and the meaning of taking a road trip together. You have a choice at the beginning of the game whether or not you want to start with an ally. I would suggest that if you are a beginner that you do have one. If you have a second player with you then they can play the role. If not, then the computer will control them for you. Because the game has been well designed the AI does a reasonable job hacking enemies up for you.

Each ally comes with their own unique characteristics and skills that can add value to your team. Although beggars can rarely be choosers you may want to consider what type of characters you align yourself with. They can stay with you until they either die or they betray you. That's right, they can betray you. That in itself is a fascinating mechanic. If they do betray you then its game over. It's best to keep their morale high - through successful completion of events and stories - although I am uncertain as to whether or not this increases the likelihood of betrayal. I assume that it would.

Custom Characters
A great feature of the game is that you can create a number of custom characters. You can choose to play this character and/or have one as your buddy. If you choose not to do this then they can and will pop up throughout the game. It is at this turn that you can add them as allies.

Risk/Reward and Resource Management
There is a risk/reward system at play in the combination of stories/events and allies. Events will pop up throughout the game that provide you with an opportunity to utilize their abilities. If they are successful then you can increase your stockpile sometimes dramatically. However, failure in any of these events can see a crucial member of your unit die. As a result you will need to carefully consider the strengths and weaknesses of your character, your current predicament and determine whether or not the potential reward is worth it. Given the unforgiving nature of the game each decision is significant.

With that said an underappreciated part of the game is in its resource management. Players must consider how many rations, medical supplies, fuel, etc. that they have at their disposal. Players must therefore weigh up the pros and cons of adding an ally. If you are running dangerously low on resources then adding a member to your team may not be the most sage of things to do.

As a result of the total combined randomness you are guaranteed a unique playthrough every time you play."
"Nameloc","340 products in account","Posted: January 13","1 person found this review helpful","Recommended","18.0 hrs on record","Posted: January 13
												I've been following Rocketcat Games for years now, since their early iOS days...
While I had been thoroughly disappointed in that they weren't making games for PC, I was thrilled when the kickstarter released for this game.

Sadly, I didn't have the funds to back it at the time, although it's great to see a kickstarter game that actually gets finished.

The game is really great. It's tough, like every rogue-like Rocketcat game.
Randomness sometimes doesn't seem too random, seems to give dull loot and dull character encounters. Especially when you modify the save files and find out what in all is actuall IN this game.

In the end, I wish there was more to the game, but I am still very satisfied with my purchase. The devs seem to be continuously adding. Highly recommend this game."
"Noodlerules","46 products in account","Posted: November 16, 2016","1 person found this review helpful
2 people found this review funny","Recommended","31.8 hrs on record","Posted: November 16, 2016
												To sum up this game... hummm.  You will die because you open a van door and hot sauce flows out and burns you. You fail to shoot the lock off twinky truck with a shotgun. You fall out of trees, You do massive jumps over huge ledges, you survive massive amounts of zombies through grit and determination, then you die because you swatted a bee. You decide to turn on Rare characters so you can then  repeat the process with Octodad, Link, and Jason Vorheez. then you die because your car broke down and you got attacked like half a million times before finding another one. You then decide to try something new with custom characters of your wife/husband son/daughter father and mother and then you get to see them die because they failed to do hard core parkour, they couldn't putt enough gold balls at the zombies, and because the game was cruel and gave you a sardine packed mega cheezed hour long siege, Aka lots of ♥♥♥♥♥♥ off zombies."
"Millmoss","265 products in account","Posted: July 22, 2016","35 of 47 people (74%) found this review helpful
16 people found this review funny","Recommended","15.3 hrs on record","Posted: July 22, 2016
												This game, like all of Rocketcat's games, is amazing. My surgeon turned out to have horrible medical skills, was the last survivor, and died in the end at the hands of a tidal wave of boiling hot sauce. Also it's basically Oregon Trail but more active and super silly."
"Tammilisäke","174 products in account","Posted: August 6, 2016","2 of 4 people (50%) found this review helpful
2 people found this review funny","Recommended","3.1 hrs on record","Posted: August 6, 2016
												Let me tell you a story about a guy and a random dog he found in a ditch.

Girlymaaaaaaaaaan (Named after an akward time back in college when he looked like the Bootleg Michael Jackson) was driving to canada in his ♥♥♥♥♥♥ hybrid car with 2 expendable ♥♥♥♥♥ in the trunk, then 1 day when they we´re driving like usual, a feral ♥♥♥♥ing mut replaces one of the expendable dudes.
After that the dog (now named Smith) does jackshit and lets his new comrades die. Then 1 fatal day when he let´s the last Humie (GIRLYMAAAAAAAAAAAN) die, he steals the ♥♥♥♥♥♥ hybrid car and starts driving, shooting, trading, farting in the car and wandering who the hell did it even tough he´s the only being in the car.
Then one day smith desides to have a little humanity and help some dudes in a shootout and ends up being shot and killed.
R.I.P Smith the dog, a true deathroad survivor. PS. 10/10 whould leave Bootleg Michael Jackson die in a cottage again."
"DeadlyNinja","51 products in account","Posted: August 2, 2016","3 of 3 people (100%) found this review helpful
1 person found this review funny","Recommended","69.0 hrs on record","Posted: August 2, 2016
												40 hours in and less than a week.  Good waste of time for the week vacation but has anyone actually made it to canada!?!?! I come close so many times the small horde on the way to the boarder is impossible.  This is literally super nintendo hard, better story than mario and never ending replay.  I'm starting to think Canada doesn't really exist...  

2 blood stained hatchets up!"
"dannyboy","32 products in account","Posted: November 14, 2016","2 of 3 people (67%) found this review helpful
1 person found this review funny","Recommended","16.2 hrs on record","Posted: November 14, 2016
												hard as balls but fun"
"APG - AESTHETICWEEB","137 products in account","Posted: September 8, 2016","0 of 1 people (0%) found this review helpful","Recommended","3.4 hrs on record","Posted: September 8, 2016
												when i bought this game it was 23 bucks so kinda salty that its now 16.99 but still a decent game to be sure :)"
